#Premier Ordre :
#1 - Exemple 1
#2 - Circuit A
#3 - Circuit B
#Deuxième Ordre :
#4 - Exemple 2
#5 - Circuit C
#6 - Circuit D
#Choisir la source ?
#1 - Echelon
#2 - Porte
#3 - Carre
#4 - Triangle
#5 - Rampe f(t)=-3*t (Exemple1)
#6 - Nulle (Exemple 2)
#Valeur de R (Ohm) : 
#Valeur de L (Henry) : 
#Valeur de C (Farad) : 
#Temps   Entree   Sortie-Solution   Sinus(sol exact)   
7.81   5   2.735   0.999
7.82   5   2.742   0.9994
7.83   5   2.749   0.9997
7.84   5   2.756   0.9999
7.85   5   2.763   1
7.86   5   2.771   1
7.87   5   2.778   0.9999
7.88   5   2.786   0.9997
7.89   5   2.794   0.9994
7.9   5   2.802   0.9989
7.91   5   2.81   0.9984
7.92   5   2.819   0.9978
7.93   5   2.827   0.9971
7.94   5   2.836   0.9963
7.95   5   2.845   0.9954
7.96   5   2.853   0.9944
7.97   5   2.862   0.9933
7.98   5   2.871   0.9921
7.99   5   2.881   0.9908
8   5   2.89   0.9894
8.01   5   2.9   0.9879
8.02   5   2.909   0.9863
8.03   5   2.919   0.9845
8.04   5   2.929   0.9827
8.05   5   2.939   0.9808
8.06   5   2.949   0.9789
8.07   5   2.959   0.9768
8.08   5   2.969   0.9746
8.09   5   2.979   0.9723
8.1   5   2.99   0.9699
8.11   5   3   0.9674
8.12   5   3.011   0.9648
8.13   5   3.022   0.9621
8.14   5   3.033   0.9594
8.15   5   3.044   0.9565
8.16   5   3.055   0.9535
8.17   5   3.066   0.9505
8.18   5   3.077   0.9473
8.19   5   3.088   0.9441
8.2   5   3.099   0.9407
8.21   0   3.111   0.9373
8.22   0   3.122   0.9338
8.23   0   3.133   0.9301
8.24   0   3.144   0.9264
8.25   0   3.154   0.9226
8.26   0   3.164   0.9187
8.27   0   3.174   0.9147
8.28   0   3.183   0.9106
8.29   0   3.191   0.9064
8.3   0   3.199   0.9022
8.31   0   3.207   0.8978
8.32   0   3.214   0.8934
8.33   0   3.221   0.8888
8.34   0   3.228   0.8842
8.35   0   3.234   0.8795
8.36   0   3.24   0.8747
8.37   0   3.245   0.8698
8.38   0   3.25   0.8648
8.39   0   3.255   0.8597
8.4   0   3.259   0.8546
8.41   0   3.263   0.8494
8.42   0   3.267   0.844
8.43   0   3.27   0.8386
8.44   0   3.273   0.8331
8.45   0   3.276   0.8276
8.46   0   3.278   0.8219
8.47   0   3.279   0.8162
8.48   0   3.281   0.8104
8.49   0   3.282   0.8045
8.5   0   3.283   0.7985
8.51   0   3.283   0.7924
8.52   0   3.283   0.7863
8.53   0   3.283   0.7801
8.54   0   3.283   0.7738
8.55   0   3.282   0.7674
8.56   0   3.281   0.761
8.57   0   3.279   0.7544
8.58   0   3.277   0.7478
8.59   0   3.275   0.7411
8.6   0   3.273   0.7344
8.61   0   3.27   0.7276
8.62   0   3.267   0.7207
8.63   0   3.263   0.7137
8.64   0   3.26   0.7067
8.65   0   3.256   0.6996
8.66   0   3.252   0.6924
8.67   0   3.247   0.6851
8.68   0   3.242   0.6778
8.69   0   3.237   0.6704
8.7   0   3.232   0.663
8.71   0   3.226   0.6554
8.72   0   3.221   0.6479
8.73   0   3.214   0.6402
8.74   0   3.208   0.6325
8.75   0   3.201   0.6247
8.76   0   3.195   0.6169
8.77   0   3.187   0.609
8.78   0   3.18   0.601
8.79   0   3.172   0.593
8.8   0   3.164   0.5849
8.81   0   3.156   0.5768
8.82   0   3.148   0.5686
8.83   0   3.139   0.5603
8.84   0   3.131   0.552
8.85   0   3.122   0.5436
8.86   0   3.112   0.5352
8.87   0   3.103   0.5268
8.88   0   3.093   0.5182
8.89   0   3.083   0.5097
8.9   0   3.073   0.501
8.91   0   3.063   0.4923
8.92   0   3.052   0.4836
8.93   0   3.041   0.4748
8.94   0   3.03   0.466
8.95   0   3.019   0.4571
8.96   0   3.008   0.4482
8.97   0   2.996   0.4393
8.98   0   2.985   0.4303
8.99   0   2.973   0.4212
9   0   2.961   0.4121
9.01   5   2.949   0.403
9.02   5   2.936   0.3938
9.03   5   2.924   0.3846
9.04   5   2.912   0.3754
9.05   5   2.901   0.3661
9.06   5   2.89   0.3567
9.07   5   2.879   0.3474
9.08   5   2.869   0.338
9.09   5   2.858   0.3286
9.1   5   2.849   0.3191
9.11   5   2.839   0.3096
9.12   5   2.83   0.3001
9.13   5   2.821   0.2905
9.14   5   2.812   0.2809
9.15   5   2.804   0.2713
9.16   5   2.796   0.2617
9.17   5   2.788   0.252
9.18   5   2.781   0.2423
9.19   5   2.774   0.2326
9.2   5   2.767   0.2229
9.21   5   2.761   0.2131
9.22   5   2.754   0.2033
9.23   5   2.748   0.1935
9.24   5   2.743   0.1837
9.25   5   2.737   0.1739
9.26   5   2.732   0.164
9.27   5   2.727   0.1542
9.28   5   2.723   0.1443
9.29   5   2.719   0.1344
9.3   5   2.715   0.1245
9.31   5   2.711   0.1145
9.32   5   2.707   0.1046
9.33   5   2.704   0.09464
9.34   5   2.701   0.08468
9.35   5   2.699   0.07471
9.36   5   2.696   0.06473
9.37   5   2.694   0.05475
9.38   5   2.692   0.04476
9.39   5   2.69   0.03477
9.4   5   2.689   0.02478
9.41   5   2.688   0.01478
9.42   5   2.687   0.004778
9.43   5   2.686   -0.005222
9.44   5   2.686   -0.01522
9.45   5   2.685   -0.02522
9.46   5   2.685   -0.03521
9.47   5   2.686   -0.04521
9.48   5   2.686   -0.05519
9.49   5   2.687   -0.06518
9.5   5   2.688   -0.07515
9.51   5   2.689   -0.08512
9.52   5   2.69   -0.09508
9.53   5   2.692   -0.105
9.54   5   2.694   -0.115
9.55   5   2.696   -0.1249
9.56   5   2.698   -0.1348
9.57   5   2.7   -0.1447
9.58   5   2.703   -0.1546
9.59   5   2.706   -0.1645
9.6   5   2.709   -0.1743
9.61   5   2.712   -0.1842
9.62   5   2.716   -0.194
9.63   5   2.719   -0.2038
9.64   5   2.723   -0.2136
9.65   5   2.727   -0.2233
9.66   5   2.731   -0.2331
9.67   5   2.736   -0.2428
9.68   5   2.74   -0.2525
9.69   5   2.745   -0.2621
9.7   5   2.75   -0.2718
9.71   5   2.755   -0.2814
9.72   5   2.76   -0.291
9.73   5   2.766   -0.3005
9.74   5   2.771   -0.31
9.75   5   2.777   -0.3195
9.76   5   2.783   -0.329
9.77   5   2.789   -0.3384
9.78   5   2.795   -0.3478
9.79   5   2.802   -0.3572
9.8   5   2.809   -0.3665
9.81   5   2.815   -0.3758
9.82   5   2.822   -0.385
9.83   5   2.829   -0.3942
9.84   5   2.836   -0.4034
9.85   5   2.844   -0.4125
9.86   5   2.851   -0.4216
9.87   5   2.859   -0.4307
9.88   5   2.867   -0.4397
9.89   5   2.874   -0.4486
9.9   5   2.883   -0.4575
9.91   5   2.891   -0.4664
9.92   5   2.899   -0.4752
9.93   5   2.907   -0.484
9.94   5   2.916   -0.4927
9.95   5   2.925   -0.5014
9.96   5   2.933   -0.51
9.97   5   2.942   -0.5186
9.98   5   2.951   -0.5271
9.99   5   2.96   -0.5356
10   5   2.97   -0.544
10.01   5   2.979   -0.5524
