#Premier Ordre :
#1 - Exemple 1
#2 - Circuit A
#3 - Circuit B
#Deuxième Ordre :
#4 - Exemple 2
#5 - Circuit C
#6 - Circuit D
#Choisir la source ?
#1 - Echelon
#2 - Porte
#3 - Carre
#4 - Triangle
#5 - Rampe f(t)=-3*t (Exemple1)
#6 - Nulle (Exemple 2)
#Choix des valeurs pour le circuit suivant :
#_____/\/\/\____  
#|      R      _|_
#E           C ---
#|______________|
#Valeur de R (Ohm) : 
#Valeur de C (Farad) : 
#Temps   Ve   Vs   
9.34   -0.8   -0.5984
9.35   -0.75   -0.6004
9.36   -0.7   -0.6019
9.37   -0.65   -0.6029
9.38   -0.6   -0.6034
9.39   -0.55   -0.6034
9.4   -0.5   -0.6028
9.41   -0.45   -0.6018
9.42   -0.4   -0.6003
9.43   -0.35   -0.5983
9.44   -0.3   -0.5958
9.45   -0.25   -0.5928
9.46   -0.2   -0.5894
9.47   -0.15   -0.5855
9.48   -0.1   -0.5812
9.49   -0.05   -0.5763
9.5   -7.905e-13   -0.5711
9.51   0.05   -0.5654
9.52   0.1   -0.5592
9.53   0.15   -0.5526
9.54   0.2   -0.5456
9.55   0.25   -0.5381
9.56   0.3   -0.5303
9.57   0.35   -0.522
9.58   0.4   -0.5132
9.59   0.45   -0.5041
9.6   0.5   -0.4946
9.61   0.55   -0.4846
9.62   0.6   -0.4743
9.63   0.65   -0.4635
9.64   0.7   -0.4524
9.65   0.75   -0.4409
9.66   0.8   -0.429
9.67   0.85   -0.4167
9.68   0.9   -0.404
9.69   0.95   -0.391
9.7   1   -0.3776
9.71   1.05   -0.3638
9.72   1.1   -0.3496
9.73   1.15   -0.3351
9.74   1.2   -0.3203
9.75   1.25   -0.3051
9.76   1.3   -0.2895
9.77   1.35   -0.2736
9.78   1.4   -0.2574
9.79   1.45   -0.2408
9.8   1.5   -0.2239
9.81   1.55   -0.2067
9.82   1.6   -0.1891
9.83   1.65   -0.1712
9.84   1.7   -0.153
9.85   1.75   -0.1345
9.86   1.8   -0.1156
9.87   1.85   -0.09649
9.88   1.9   -0.07702
9.89   1.95   -0.05725
9.9   2   -0.03718
9.91   2.05   -0.01681
9.92   2.1   0.00386
9.93   2.15   0.02482
9.94   2.2   0.04607
9.95   2.25   0.06761
9.96   2.3   0.08944
9.97   2.35   0.1115
9.98   2.4   0.1339
9.99   2.45   0.1566
10   2.5   0.1795
10.01   2.45   0.2027
