#Premier Ordre :
#1 - Exemple 1
#2 - Circuit A
#3 - Circuit B
#Deuxième Ordre :
#4 - Exemple 2
#5 - Circuit C
#6 - Circuit D
#Choisir la source ?
#1 - Echelon
#2 - Porte
#3 - Carre
#4 - Triangle
#5 - Rampe f(t)=-3*t (Exemple1)
#6 - Nulle (Exemple 2)
#Valeur de R (Ohm) : 
#Valeur de L (Henry) : 
#Valeur de C (Farad) : 
#Temps   Entree   Sortie-Solution   Sinus(sol exact)   
8.43   0   -0.3281   0.8386
8.44   0   -0.324   0.8331
8.45   0   -0.3198   0.8276
8.46   0   -0.3157   0.8219
8.47   0   -0.3116   0.8162
8.48   0   -0.3075   0.8104
8.49   0   -0.3033   0.8045
8.5   0   -0.2992   0.7985
8.51   0   -0.2952   0.7924
8.52   0   -0.2911   0.7863
8.53   0   -0.287   0.7801
8.54   0   -0.283   0.7738
8.55   0   -0.2789   0.7674
8.56   0   -0.2749   0.761
8.57   0   -0.2709   0.7544
8.58   0   -0.2669   0.7478
8.59   0   -0.2629   0.7411
8.6   0   -0.2589   0.7344
8.61   0   -0.2549   0.7276
8.62   0   -0.251   0.7207
8.63   0   -0.247   0.7137
8.64   0   -0.2431   0.7067
8.65   0   -0.2392   0.6996
8.66   0   -0.2353   0.6924
8.67   0   -0.2314   0.6851
8.68   0   -0.2276   0.6778
8.69   0   -0.2237   0.6704
8.7   0   -0.2199   0.663
8.71   0   -0.2161   0.6554
8.72   0   -0.2123   0.6479
8.73   0   -0.2085   0.6402
8.74   0   -0.2047   0.6325
8.75   0   -0.201   0.6247
8.76   0   -0.1972   0.6169
8.77   0   -0.1935   0.609
8.78   0   -0.1898   0.601
8.79   0   -0.1861   0.593
8.8   0   -0.1825   0.5849
8.81   0   -0.1788   0.5768
8.82   0   -0.1752   0.5686
8.83   0   -0.1716   0.5603
8.84   0   -0.168   0.552
8.85   0   -0.1644   0.5436
8.86   0   -0.1609   0.5352
8.87   0   -0.1573   0.5268
8.88   0   -0.1538   0.5182
8.89   0   -0.1503   0.5097
8.9   0   -0.1469   0.501
8.91   0   -0.1434   0.4923
8.92   0   -0.14   0.4836
8.93   0   -0.1366   0.4748
8.94   0   -0.1332   0.466
8.95   0   -0.1298   0.4571
8.96   0   -0.1264   0.4482
8.97   0   -0.1231   0.4393
8.98   0   -0.1198   0.4303
8.99   0   -0.1165   0.4212
9   0   -0.1132   0.4121
9.01   0   -0.11   0.403
9.02   0   -0.1067   0.3938
9.03   0   -0.1035   0.3846
9.04   0   -0.1003   0.3754
9.05   0   -0.09717   0.3661
9.06   0   -0.09403   0.3567
9.07   0   -0.09091   0.3474
9.08   0   -0.08781   0.338
9.09   0   -0.08473   0.3286
9.1   0   -0.08167   0.3191
9.11   0   -0.07864   0.3096
9.12   0   -0.07563   0.3001
9.13   0   -0.07264   0.2905
9.14   0   -0.06967   0.2809
9.15   0   -0.06673   0.2713
9.16   0   -0.0638   0.2617
9.17   0   -0.0609   0.252
9.18   0   -0.05803   0.2423
9.19   0   -0.05517   0.2326
9.2   0   -0.05234   0.2229
9.21   0   -0.04953   0.2131
9.22   0   -0.04674   0.2033
9.23   0   -0.04398   0.1935
9.24   0   -0.04124   0.1837
9.25   0   -0.03852   0.1739
9.26   0   -0.03583   0.164
9.27   0   -0.03316   0.1542
9.28   0   -0.03051   0.1443
9.29   0   -0.02788   0.1344
9.3   0   -0.02528   0.1245
9.31   0   -0.0227   0.1145
9.32   0   -0.02015   0.1046
9.33   0   -0.01762   0.09464
9.34   0   -0.01511   0.08468
9.35   0   -0.01262   0.07471
9.36   0   -0.01016   0.06473
9.37   0   -0.007721   0.05475
9.38   0   -0.005306   0.04476
9.39   0   -0.002914   0.03477
9.4   0   -0.0005456   0.02478
9.41   0   0.0018   0.01478
9.42   0   0.004121   0.004778
9.43   0   0.00642   -0.005222
9.44   0   0.008695   -0.01522
9.45   0   0.01095   -0.02522
9.46   0   0.01317   -0.03521
9.47   0   0.01538   -0.04521
9.48   0   0.01756   -0.05519
9.49   0   0.01972   -0.06518
9.5   0   0.02185   -0.07515
9.51   0   0.02396   -0.08512
9.52   0   0.02605   -0.09508
9.53   0   0.02812   -0.105
9.54   0   0.03016   -0.115
9.55   0   0.03218   -0.1249
9.56   0   0.03417   -0.1348
9.57   0   0.03614   -0.1447
9.58   0   0.03809   -0.1546
9.59   0   0.04002   -0.1645
9.6   0   0.04192   -0.1743
9.61   0   0.0438   -0.1842
9.62   0   0.04566   -0.194
9.63   0   0.04749   -0.2038
9.64   0   0.0493   -0.2136
9.65   0   0.05109   -0.2233
9.66   0   0.05286   -0.2331
9.67   0   0.0546   -0.2428
9.68   0   0.05632   -0.2525
9.69   0   0.05802   -0.2621
9.7   0   0.05969   -0.2718
9.71   0   0.06134   -0.2814
9.72   0   0.06297   -0.291
9.73   0   0.06458   -0.3005
9.74   0   0.06616   -0.31
9.75   0   0.06772   -0.3195
9.76   0   0.06926   -0.329
9.77   0   0.07078   -0.3384
9.78   0   0.07228   -0.3478
9.79   0   0.07375   -0.3572
9.8   0   0.0752   -0.3665
9.81   0   0.07663   -0.3758
9.82   0   0.07804   -0.385
9.83   0   0.07943   -0.3942
9.84   0   0.08079   -0.4034
9.85   0   0.08214   -0.4125
9.86   0   0.08346   -0.4216
9.87   0   0.08476   -0.4307
9.88   0   0.08604   -0.4397
9.89   0   0.08729   -0.4486
9.9   0   0.08853   -0.4575
9.91   0   0.08975   -0.4664
9.92   0   0.09094   -0.4752
9.93   0   0.09211   -0.484
9.94   0   0.09327   -0.4927
9.95   0   0.0944   -0.5014
9.96   0   0.09551   -0.51
9.97   0   0.0966   -0.5186
9.98   0   0.09767   -0.5271
9.99   0   0.09872   -0.5356
10   0   0.09975   -0.544
10.01   0   0.1008   -0.5524
