#Premier Ordre :
#1 - Exemple 1
#2 - Circuit A
#3 - Circuit B
#Deuxième Ordre :
#4 - Exemple 2
#5 - Circuit C
#6 - Circuit D
#Choisir la source ?
#1 - Echelon
#2 - Porte
#3 - Carre
#4 - Triangle
#5 - Rampe f(t)=-3*t (Exemple1)
#6 - Nulle (Exemple 2)
#Valeur de R (Ohm) : 
#Valeur de L (Henry) : 
#Valeur de C (Farad) : 
#Temps   ESM   Vs   
1.99   5   2.671
2   5   2.678
2.01   5   2.684
2.02   5   2.69
2.03   5   2.696
2.04   5   2.702
2.05   5   2.707
2.06   5   2.712
2.07   5   2.716
2.08   5   2.721
2.09   5   2.724
2.1   5   2.728
2.11   5   2.731
2.12   5   2.734
2.13   5   2.737
2.14   5   2.739
2.15   5   2.742
2.16   5   2.743
2.17   5   2.745
2.18   5   2.746
2.19   5   2.747
2.2   5   2.748
2.21   5   2.748
2.22   5   2.748
2.23   5   2.748
2.24   5   2.747
2.25   5   2.747
2.26   5   2.746
2.27   5   2.744
2.28   5   2.743
2.29   5   2.741
2.3   5   2.739
2.31   5   2.737
2.32   5   2.734
2.33   5   2.731
2.34   5   2.728
2.35   5   2.725
2.36   5   2.722
2.37   5   2.718
2.38   5   2.714
2.39   5   2.71
2.4   5   2.705
2.41   5   2.701
2.42   5   2.696
2.43   5   2.69
2.44   5   2.685
2.45   5   2.68
2.46   5   2.674
2.47   5   2.668
2.48   5   2.662
2.49   5   2.655
2.5   5   2.649
2.51   5   2.642
2.52   5   2.635
2.53   5   2.628
2.54   5   2.62
2.55   5   2.613
2.56   5   2.605
2.57   5   2.597
2.58   5   2.589
2.59   5   2.581
2.6   5   2.572
2.61   5   2.563
2.62   5   2.555
2.63   5   2.546
2.64   5   2.537
2.65   5   2.527
2.66   5   2.518
2.67   5   2.508
2.68   5   2.498
2.69   5   2.488
2.7   5   2.478
2.71   5   2.468
2.72   5   2.458
2.73   5   2.447
2.74   5   2.436
2.75   5   2.426
2.76   5   2.415
2.77   5   2.404
2.78   5   2.392
2.79   5   2.381
2.8   5   2.37
2.81   5   2.358
2.82   5   2.346
2.83   5   2.335
2.84   5   2.323
2.85   5   2.311
2.86   5   2.298
2.87   5   2.286
2.88   5   2.274
2.89   5   2.261
2.9   5   2.249
2.91   5   2.236
2.92   5   2.223
2.93   5   2.21
2.94   5   2.197
2.95   5   2.184
2.96   5   2.171
2.97   5   2.158
2.98   5   2.144
2.99   5   2.131
3   5   2.118
3.01   0   2.104
3.02   0   2.09
3.03   0   2.027
3.04   0   1.963
3.05   0   1.9
3.06   0   1.838
3.07   0   1.776
3.08   0   1.714
3.09   0   1.653
3.1   0   1.593
3.11   0   1.532
3.12   0   1.473
3.13   0   1.413
3.14   0   1.354
3.15   0   1.296
3.16   0   1.238
3.17   0   1.18
3.18   0   1.123
3.19   0   1.067
3.2   0   1.01
3.21   0   0.9547
3.22   0   0.8994
3.23   0   0.8446
3.24   0   0.7902
3.25   0   0.7363
3.26   0   0.6828
3.27   0   0.6298
3.28   0   0.5773
3.29   0   0.5252
3.3   0   0.4736
3.31   0   0.4225
3.32   0   0.3718
3.33   0   0.3216
3.34   0   0.2718
3.35   0   0.2226
3.36   0   0.1737
3.37   0   0.1254
3.38   0   0.07751
3.39   0   0.03009
3.4   0   -0.01686
3.41   0   -0.06334
3.42   0   -0.1094
3.43   0   -0.1549
3.44   0   -0.2
3.45   0   -0.2446
3.46   0   -0.2888
3.47   0   -0.3325
3.48   0   -0.3757
3.49   0   -0.4184
3.5   0   -0.4607
3.51   0   -0.5026
3.52   0   -0.5439
3.53   0   -0.5848
3.54   0   -0.6253
3.55   0   -0.6652
3.56   0   -0.7047
3.57   0   -0.7438
3.58   0   -0.7824
3.59   0   -0.8205
3.6   0   -0.8582
3.61   0   -0.8954
3.62   0   -0.9321
3.63   0   -0.9684
3.64   0   -1.004
3.65   0   -1.04
3.66   0   -1.075
3.67   0   -1.109
3.68   0   -1.143
3.69   0   -1.177
3.7   0   -1.21
3.71   0   -1.242
3.72   0   -1.275
3.73   0   -1.306
3.74   0   -1.338
3.75   0   -1.369
3.76   0   -1.399
3.77   0   -1.429
3.78   0   -1.459
3.79   0   -1.488
3.8   0   -1.516
3.81   0   -1.545
3.82   0   -1.573
3.83   0   -1.6
3.84   0   -1.627
3.85   0   -1.653
3.86   0   -1.68
3.87   0   -1.705
3.88   0   -1.73
3.89   0   -1.755
3.9   0   -1.78
3.91   0   -1.804
3.92   0   -1.827
3.93   0   -1.85
3.94   0   -1.873
3.95   0   -1.895
3.96   0   -1.917
3.97   0   -1.939
3.98   0   -1.96
3.99   0   -1.981
4   0   -2.001
4.01   0   -2.021
4.02   0   -2.04
4.03   0   -2.059
4.04   0   -2.078
4.05   0   -2.096
4.06   0   -2.114
4.07   0   -2.132
4.08   0   -2.149
4.09   0   -2.166
4.1   0   -2.182
4.11   0   -2.198
4.12   0   -2.214
4.13   0   -2.229
4.14   0   -2.244
4.15   0   -2.258
4.16   0   -2.272
4.17   0   -2.286
4.18   0   -2.3
4.19   0   -2.313
4.2   0   -2.325
4.21   0   -2.338
4.22   0   -2.35
4.23   0   -2.361
4.24   0   -2.372
4.25   0   -2.383
4.26   0   -2.394
4.27   0   -2.404
4.28   0   -2.414
4.29   0   -2.423
4.3   0   -2.433
4.31   0   -2.441
4.32   0   -2.45
4.33   0   -2.458
4.34   0   -2.466
4.35   0   -2.474
4.36   0   -2.481
4.37   0   -2.488
4.38   0   -2.494
4.39   0   -2.501
4.4   0   -2.507
4.41   0   -2.512
4.42   0   -2.518
4.43   0   -2.523
4.44   0   -2.527
4.45   0   -2.532
4.46   0   -2.536
4.47   0   -2.54
4.48   0   -2.543
4.49   0   -2.547
4.5   0   -2.55
4.51   0   -2.552
4.52   0   -2.555
4.53   0   -2.557
4.54   0   -2.559
4.55   0   -2.56
4.56   0   -2.562
4.57   0   -2.563
4.58   0   -2.563
4.59   0   -2.564
4.6   0   -2.564
4.61   0   -2.564
4.62   0   -2.564
4.63   0   -2.563
4.64   0   -2.563
4.65   0   -2.562
4.66   0   -2.56
4.67   0   -2.559
4.68   0   -2.557
4.69   0   -2.555
4.7   0   -2.553
4.71   0   -2.55
4.72   0   -2.548
4.73   0   -2.545
4.74   0   -2.542
4.75   0   -2.538
4.76   0   -2.535
4.77   0   -2.531
4.78   0   -2.527
4.79   0   -2.523
4.8   0   -2.518
4.81   0   -2.513
4.82   0   -2.509
4.83   0   -2.504
4.84   0   -2.498
4.85   0   -2.493
4.86   0   -2.487
4.87   0   -2.481
4.88   0   -2.475
4.89   0   -2.469
4.9   0   -2.463
4.91   0   -2.456
4.92   0   -2.449
4.93   0   -2.442
4.94   0   -2.435
4.95   0   -2.428
4.96   0   -2.42
4.97   0   -2.413
4.98   0   -2.405
4.99   0   -2.397
5   0   -2.389
5.01   0   -2.381
5.02   0   -2.372
5.03   0   -2.364
5.04   0   -2.355
5.05   0   -2.346
5.06   0   -2.337
5.07   0   -2.328
5.08   0   -2.318
5.09   0   -2.309
5.1   0   -2.299
5.11   0   -2.29
5.12   0   -2.28
5.13   0   -2.27
5.14   0   -2.26
5.15   0   -2.249
5.16   0   -2.239
5.17   0   -2.228
5.18   0   -2.218
5.19   0   -2.207
5.2   0   -2.196
5.21   0   -2.185
5.22   0   -2.174
5.23   0   -2.163
5.24   0   -2.152
5.25   0   -2.14
5.26   0   -2.129
5.27   0   -2.117
5.28   0   -2.106
5.29   0   -2.094
5.3   0   -2.082
5.31   0   -2.07
5.32   0   -2.058
5.33   0   -2.046
5.34   0   -2.034
5.35   0   -2.021
5.36   0   -2.009
5.37   0   -1.996
5.38   0   -1.984
5.39   0   -1.971
5.4   0   -1.959
5.41   0   -1.946
5.42   0   -1.933
5.43   0   -1.92
5.44   0   -1.907
5.45   0   -1.894
5.46   0   -1.881
5.47   0   -1.868
5.48   0   -1.855
5.49   0   -1.841
5.5   0   -1.828
5.51   0   -1.815
5.52   0   -1.801
5.53   0   -1.788
5.54   0   -1.774
5.55   0   -1.761
5.56   0   -1.747
5.57   0   -1.734
5.58   0   -1.72
5.59   0   -1.706
5.6   0   -1.693
5.61   0   -1.679
5.62   0   -1.665
5.63   0   -1.651
5.64   0   -1.637
5.65   0   -1.624
5.66   0   -1.61
5.67   0   -1.596
5.68   0   -1.582
5.69   0   -1.568
5.7   0   -1.554
5.71   0   -1.54
5.72   0   -1.526
5.73   0   -1.512
5.74   0   -1.498
5.75   0   -1.484
5.76   0   -1.47
5.77   0   -1.455
5.78   0   -1.441
5.79   0   -1.427
5.8   0   -1.413
5.81   0   -1.399
5.82   0   -1.385
5.83   0   -1.371
5.84   0   -1.357
5.85   0   -1.343
5.86   0   -1.329
5.87   0   -1.315
5.88   0   -1.3
5.89   0   -1.286
5.9   0   -1.272
5.91   0   -1.258
5.92   0   -1.244
5.93   0   -1.23
5.94   0   -1.216
5.95   0   -1.202
5.96   0   -1.188
5.97   0   -1.174
5.98   0   -1.161
5.99   0   -1.147
6   0   -1.133
6.01   0   -1.119
6.02   0   -1.105
6.03   0   -1.091
6.04   0   -1.078
6.05   0   -1.064
6.06   0   -1.05
6.07   0   -1.036
6.08   0   -1.023
6.09   0   -1.009
6.1   0   -0.9956
6.11   0   -0.982
6.12   0   -0.9685
6.13   0   -0.955
6.14   0   -0.9416
6.15   0   -0.9282
6.16   0   -0.9149
6.17   0   -0.9015
6.18   0   -0.8883
6.19   0   -0.875
6.2   0   -0.8618
6.21   0   -0.8487
6.22   0   -0.8356
6.23   0   -0.8225
6.24   0   -0.8095
6.25   0   -0.7966
6.26   0   -0.7837
6.27   0   -0.7708
6.28   0   -0.758
6.29   0   -0.7452
6.3   0   -0.7325
6.31   0   -0.7199
6.32   0   -0.7073
6.33   0   -0.6947
6.34   0   -0.6822
6.35   0   -0.6698
6.36   0   -0.6574
6.37   0   -0.6451
6.38   0   -0.6328
6.39   0   -0.6206
6.4   0   -0.6085
6.41   0   -0.5964
6.42   0   -0.5844
6.43   0   -0.5724
6.44   0   -0.5605
6.45   0   -0.5486
6.46   0   -0.5368
6.47   0   -0.5251
6.48   0   -0.5135
6.49   0   -0.5019
6.5   0   -0.4903
6.51   0   -0.4789
6.52   0   -0.4675
6.53   0   -0.4562
6.54   0   -0.4449
6.55   0   -0.4337
6.56   0   -0.4226
6.57   0   -0.4115
6.58   0   -0.4005
6.59   0   -0.3896
6.6   0   -0.3787
6.61   0   -0.3679
6.62   0   -0.3572
6.63   0   -0.3466
6.64   0   -0.336
6.65   0   -0.3255
6.66   0   -0.3151
6.67   0   -0.3047
6.68   0   -0.2944
6.69   0   -0.2842
6.7   0   -0.274
6.71   0   -0.264
6.72   0   -0.254
6.73   0   -0.2441
6.74   0   -0.2342
6.75   0   -0.2244
6.76   0   -0.2147
6.77   0   -0.2051
6.78   0   -0.1955
6.79   0   -0.1861
6.8   0   -0.1767
6.81   0   -0.1673
6.82   0   -0.1581
6.83   0   -0.1489
6.84   0   -0.1398
6.85   0   -0.1308
6.86   0   -0.1218
6.87   0   -0.113
6.88   0   -0.1042
6.89   0   -0.09546
6.9   0   -0.08681
6.91   0   -0.07825
6.92   0   -0.06976
6.93   0   -0.06135
6.94   0   -0.05302
6.95   0   -0.04476
6.96   0   -0.03659
6.97   0   -0.02848
6.98   0   -0.02046
6.99   0   -0.01251
7   0   -0.004645
7.01   0   0.003147
7.02   0   0.01086
7.03   0   0.0185
7.04   0   0.02606
7.05   0   0.03354
7.06   0   0.04094
7.07   0   0.04827
7.08   0   0.05552
7.09   0   0.06269
7.1   0   0.06979
7.11   0   0.0768
7.12   0   0.08375
7.13   0   0.09061
7.14   0   0.0974
7.15   0   0.1041
7.16   0   0.1107
7.17   0   0.1173
7.18   0   0.1238
7.19   0   0.1302
7.2   0   0.1365
7.21   0   0.1428
7.22   0   0.1489
7.23   0   0.155
7.24   0   0.161
7.25   0   0.167
7.26   0   0.1729
7.27   0   0.1787
7.28   0   0.1844
7.29   0   0.19
7.3   0   0.1956
7.31   0   0.2011
7.32   0   0.2065
7.33   0   0.2119
7.34   0   0.2171
7.35   0   0.2223
7.36   0   0.2275
7.37   0   0.2325
7.38   0   0.2375
7.39   0   0.2424
7.4   0   0.2472
7.41   0   0.252
7.42   0   0.2567
7.43   0   0.2613
7.44   0   0.2658
7.45   0   0.2703
7.46   0   0.2747
7.47   0   0.279
7.48   0   0.2833
7.49   0   0.2875
7.5   0   0.2916
7.51   0   0.2956
7.52   0   0.2996
7.53   0   0.3035
7.54   0   0.3074
7.55   0   0.3111
7.56   0   0.3148
7.57   0   0.3185
7.58   0   0.3221
7.59   0   0.3255
7.6   0   0.329
7.61   0   0.3323
7.62   0   0.3356
7.63   0   0.3389
7.64   0   0.342
7.65   0   0.3451
7.66   0   0.3482
7.67   0   0.3512
7.68   0   0.3541
7.69   0   0.3569
7.7   0   0.3597
7.71   0   0.3624
7.72   0   0.365
7.73   0   0.3676
7.74   0   0.3702
7.75   0   0.3726
7.76   0   0.375
7.77   0   0.3774
7.78   0   0.3797
7.79   0   0.3819
7.8   0   0.384
7.81   0   0.3861
7.82   0   0.3882
7.83   0   0.3902
7.84   0   0.3921
7.85   0   0.3939
7.86   0   0.3958
7.87   0   0.3975
7.88   0   0.3992
7.89   0   0.4008
7.9   0   0.4024
7.91   0   0.4039
7.92   0   0.4054
7.93   0   0.4068
7.94   0   0.4082
7.95   0   0.4095
7.96   0   0.4107
7.97   0   0.4119
7.98   0   0.4131
7.99   0   0.4142
8   0   0.4152
8.01   0   0.4162
8.02   0   0.4171
8.03   0   0.418
8.04   0   0.4188
8.05   0   0.4196
8.06   0   0.4204
8.07   0   0.4211
8.08   0   0.4217
8.09   0   0.4223
8.1   0   0.4228
8.11   0   0.4233
8.12   0   0.4238
8.13   0   0.4242
8.14   0   0.4245
8.15   0   0.4248
8.16   0   0.4251
8.17   0   0.4253
8.18   0   0.4255
8.19   0   0.4256
8.2   0   0.4257
8.21   0   0.4257
8.22   0   0.4257
8.23   0   0.4257
8.24   0   0.4256
8.25   0   0.4254
8.26   0   0.4253
8.27   0   0.4251
8.28   0   0.4248
8.29   0   0.4245
8.3   0   0.4242
8.31   0   0.4238
8.32   0   0.4234
8.33   0   0.4229
8.34   0   0.4225
8.35   0   0.4219
8.36   0   0.4214
8.37   0   0.4208
8.38   0   0.4201
8.39   0   0.4195
8.4   0   0.4188
8.41   0   0.418
8.42   0   0.4173
8.43   0   0.4165
8.44   0   0.4156
8.45   0   0.4147
8.46   0   0.4138
8.47   0   0.4129
8.48   0   0.4119
8.49   0   0.4109
8.5   0   0.4099
8.51   0   0.4088
8.52   0   0.4077
8.53   0   0.4066
8.54   0   0.4054
8.55   0   0.4043
8.56   0   0.403
8.57   0   0.4018
8.58   0   0.4005
8.59   0   0.3992
8.6   0   0.3979
8.61   0   0.3966
8.62   0   0.3952
8.63   0   0.3938
8.64   0   0.3924
8.65   0   0.3909
8.66   0   0.3894
8.67   0   0.3879
8.68   0   0.3864
8.69   0   0.3848
8.7   0   0.3833
8.71   0   0.3817
8.72   0   0.3801
8.73   0   0.3784
8.74   0   0.3768
8.75   0   0.3751
8.76   0   0.3734
8.77   0   0.3716
8.78   0   0.3699
8.79   0   0.3681
8.8   0   0.3664
8.81   0   0.3646
8.82   0   0.3627
8.83   0   0.3609
8.84   0   0.359
8.85   0   0.3572
8.86   0   0.3553
8.87   0   0.3534
8.88   0   0.3514
8.89   0   0.3495
8.9   0   0.3475
8.91   0   0.3456
8.92   0   0.3436
8.93   0   0.3416
8.94   0   0.3396
8.95   0   0.3375
8.96   0   0.3355
8.97   0   0.3334
8.98   0   0.3314
8.99   0   0.3293
9   0   0.3272
9.01   0   0.3251
9.02   0   0.323
9.03   0   0.3208
9.04   0   0.3187
9.05   0   0.3165
9.06   0   0.3144
9.07   0   0.3122
9.08   0   0.31
9.09   0   0.3078
9.1   0   0.3056
9.11   0   0.3034
9.12   0   0.3012
9.13   0   0.299
9.14   0   0.2967
9.15   0   0.2945
9.16   0   0.2923
9.17   0   0.29
9.18   0   0.2877
9.19   0   0.2855
9.2   0   0.2832
9.21   0   0.2809
9.22   0   0.2786
9.23   0   0.2763
9.24   0   0.274
9.25   0   0.2717
9.26   0   0.2694
9.27   0   0.2671
9.28   0   0.2648
9.29   0   0.2625
9.3   0   0.2602
9.31   0   0.2579
9.32   0   0.2555
9.33   0   0.2532
9.34   0   0.2509
9.35   0   0.2485
9.36   0   0.2462
9.37   0   0.2439
9.38   0   0.2415
9.39   0   0.2392
9.4   0   0.2369
9.41   0   0.2345
9.42   0   0.2322
9.43   0   0.2298
9.44   0   0.2275
9.45   0   0.2252
9.46   0   0.2228
9.47   0   0.2205
9.48   0   0.2181
9.49   0   0.2158
9.5   0   0.2135
9.51   0   0.2111
9.52   0   0.2088
9.53   0   0.2065
9.54   0   0.2042
9.55   0   0.2018
9.56   0   0.1995
9.57   0   0.1972
9.58   0   0.1949
9.59   0   0.1926
9.6   0   0.1903
9.61   0   0.188
9.62   0   0.1857
9.63   0   0.1834
9.64   0   0.1811
9.65   0   0.1788
9.66   0   0.1765
9.67   0   0.1742
9.68   0   0.172
9.69   0   0.1697
9.7   0   0.1674
9.71   0   0.1652
9.72   0   0.1629
9.73   0   0.1607
9.74   0   0.1585
9.75   0   0.1562
9.76   0   0.154
9.77   0   0.1518
9.78   0   0.1496
9.79   0   0.1474
9.8   0   0.1452
9.81   0   0.143
9.82   0   0.1408
9.83   0   0.1386
9.84   0   0.1365
9.85   0   0.1343
9.86   0   0.1322
9.87   0   0.13
9.88   0   0.1279
9.89   0   0.1258
9.9   0   0.1236
9.91   0   0.1215
9.92   0   0.1194
9.93   0   0.1173
9.94   0   0.1152
9.95   0   0.1132
9.96   0   0.1111
9.97   0   0.1091
9.98   0   0.107
9.99   0   0.105
10   0   0.1029
10.01   0   0.1009
