#Premier Ordre :
#1 - Exemple 1
#2 - Circuit A
#3 - Circuit B
#Deuxième Ordre :
#4 - Exemple 2
#5 - Circuit C
#6 - Circuit D
#Choisir la source ?
#1 - Echelon
#2 - Porte
#3 - Carre
#4 - Triangle
#5 - Rampe f(t)=-3*t (Exemple1)
#6 - Nulle (Exemple 2)
#Temps   Entree   Sortie-Solution   Sinus(sol exact)   
8.18   0   0.987   0.9473
8.19   0   0.9836   0.9441
8.2   0   0.9802   0.9407
8.21   0   0.9767   0.9373
8.22   0   0.973   0.9338
8.23   0   0.9693   0.9301
8.24   0   0.9655   0.9264
8.25   0   0.9616   0.9226
8.26   0   0.9575   0.9187
8.27   0   0.9534   0.9147
8.28   0   0.9492   0.9106
8.29   0   0.9449   0.9064
8.3   0   0.9405   0.9022
8.31   0   0.936   0.8978
8.32   0   0.9314   0.8934
8.33   0   0.9268   0.8888
8.34   0   0.922   0.8842
8.35   0   0.9171   0.8795
8.36   0   0.9122   0.8747
8.37   0   0.9071   0.8698
8.38   0   0.902   0.8648
8.39   0   0.8967   0.8597
8.4   0   0.8914   0.8546
8.41   0   0.886   0.8494
8.42   0   0.8805   0.844
8.43   0   0.8749   0.8386
8.44   0   0.8692   0.8331
8.45   0   0.8635   0.8276
8.46   0   0.8576   0.8219
8.47   0   0.8517   0.8162
8.48   0   0.8456   0.8104
8.49   0   0.8395   0.8045
8.5   0   0.8333   0.7985
8.51   0   0.8271   0.7924
8.52   0   0.8207   0.7863
8.53   0   0.8142   0.7801
8.54   0   0.8077   0.7738
8.55   0   0.8011   0.7674
8.56   0   0.7944   0.761
8.57   0   0.7876   0.7544
8.58   0   0.7808   0.7478
8.59   0   0.7739   0.7411
8.6   0   0.7669   0.7344
8.61   0   0.7598   0.7276
8.62   0   0.7526   0.7207
8.63   0   0.7454   0.7137
8.64   0   0.7381   0.7067
8.65   0   0.7307   0.6996
8.66   0   0.7232   0.6924
8.67   0   0.7157   0.6851
8.68   0   0.7081   0.6778
8.69   0   0.7004   0.6704
8.7   0   0.6927   0.663
8.71   0   0.6849   0.6554
8.72   0   0.677   0.6479
8.73   0   0.669   0.6402
8.74   0   0.661   0.6325
8.75   0   0.6529   0.6247
8.76   0   0.6447   0.6169
8.77   0   0.6365   0.609
8.78   0   0.6282   0.601
8.79   0   0.6199   0.593
8.8   0   0.6115   0.5849
8.81   0   0.603   0.5768
8.82   0   0.5945   0.5686
8.83   0   0.5859   0.5603
8.84   0   0.5772   0.552
8.85   0   0.5685   0.5436
8.86   0   0.5597   0.5352
8.87   0   0.5509   0.5268
8.88   0   0.542   0.5182
8.89   0   0.5331   0.5097
8.9   0   0.5241   0.501
8.91   0   0.515   0.4923
8.92   0   0.5059   0.4836
8.93   0   0.4968   0.4748
8.94   0   0.4876   0.466
8.95   0   0.4783   0.4571
8.96   0   0.469   0.4482
8.97   0   0.4597   0.4393
8.98   0   0.4503   0.4303
8.99   0   0.4409   0.4212
9   0   0.4314   0.4121
9.01   0   0.4218   0.403
9.02   0   0.4123   0.3938
9.03   0   0.4027   0.3846
9.04   0   0.393   0.3754
9.05   0   0.3833   0.3661
9.06   0   0.3736   0.3567
9.07   0   0.3638   0.3474
9.08   0   0.354   0.338
9.09   0   0.3441   0.3286
9.1   0   0.3343   0.3191
9.11   0   0.3243   0.3096
9.12   0   0.3144   0.3001
9.13   0   0.3044   0.2905
9.14   0   0.2944   0.2809
9.15   0   0.2843   0.2713
9.16   0   0.2743   0.2617
9.17   0   0.2642   0.252
9.18   0   0.254   0.2423
9.19   0   0.2439   0.2326
9.2   0   0.2337   0.2229
9.21   0   0.2235   0.2131
9.22   0   0.2133   0.2033
9.23   0   0.203   0.1935
9.24   0   0.1927   0.1837
9.25   0   0.1824   0.1739
9.26   0   0.1721   0.164
9.27   0   0.1618   0.1542
9.28   0   0.1514   0.1443
9.29   0   0.1411   0.1344
9.3   0   0.1307   0.1245
9.31   0   0.1203   0.1145
9.32   0   0.1099   0.1046
9.33   0   0.09948   0.09464
9.34   0   0.08905   0.08468
9.35   0   0.07861   0.07471
9.36   0   0.06816   0.06473
9.37   0   0.0577   0.05475
9.38   0   0.04724   0.04476
9.39   0   0.03677   0.03477
9.4   0   0.0263   0.02478
9.41   0   0.01582   0.01478
9.42   0   0.005337   0.004778
9.43   0   -0.005145   -0.005222
9.44   0   -0.01563   -0.01522
9.45   0   -0.02611   -0.02522
9.46   0   -0.03659   -0.03521
9.47   0   -0.04707   -0.04521
9.48   0   -0.05754   -0.05519
9.49   0   -0.06801   -0.06518
9.5   0   -0.07848   -0.07515
9.51   0   -0.08893   -0.08512
9.52   0   -0.09938   -0.09508
9.53   0   -0.1098   -0.105
9.54   0   -0.1203   -0.115
9.55   0   -0.1307   -0.1249
9.56   0   -0.1411   -0.1348
9.57   0   -0.1515   -0.1447
9.58   0   -0.1619   -0.1546
9.59   0   -0.1722   -0.1645
9.6   0   -0.1826   -0.1743
9.61   0   -0.1929   -0.1842
9.62   0   -0.2032   -0.194
9.63   0   -0.2135   -0.2038
9.64   0   -0.2238   -0.2136
9.65   0   -0.234   -0.2233
9.66   0   -0.2443   -0.2331
9.67   0   -0.2545   -0.2428
9.68   0   -0.2647   -0.2525
9.69   0   -0.2748   -0.2621
9.7   0   -0.2849   -0.2718
9.71   0   -0.295   -0.2814
9.72   0   -0.3051   -0.291
9.73   0   -0.3152   -0.3005
9.74   0   -0.3252   -0.31
9.75   0   -0.3352   -0.3195
9.76   0   -0.3451   -0.329
9.77   0   -0.355   -0.3384
9.78   0   -0.3649   -0.3478
9.79   0   -0.3748   -0.3572
9.8   0   -0.3846   -0.3665
9.81   0   -0.3943   -0.3758
9.82   0   -0.4041   -0.385
9.83   0   -0.4138   -0.3942
9.84   0   -0.4234   -0.4034
9.85   0   -0.433   -0.4125
9.86   0   -0.4426   -0.4216
9.87   0   -0.4521   -0.4307
9.88   0   -0.4616   -0.4397
9.89   0   -0.4711   -0.4486
9.9   0   -0.4804   -0.4575
9.91   0   -0.4898   -0.4664
9.92   0   -0.4991   -0.4752
9.93   0   -0.5083   -0.484
9.94   0   -0.5175   -0.4927
9.95   0   -0.5267   -0.5014
9.96   0   -0.5358   -0.51
9.97   0   -0.5448   -0.5186
9.98   0   -0.5538   -0.5271
9.99   0   -0.5627   -0.5356
10   0   -0.5716   -0.544
10.01   0   -0.5804   -0.5524
