#Premier Ordre :
#1 - Exemple 1
#2 - Circuit A
#3 - Circuit B
#Deuxième Ordre :
#4 - Exemple 2
#5 - Circuit C
#6 - Circuit D
#Choisir la source ?
#1 - Echelon
#2 - Porte
#3 - Carre
#4 - Triangle
#5 - Rampe f(t)=-3*t (Exemple1)
#6 - Nulle (Exemple 2)
#Choix des valeurs pour le circuit suivant :
#_____/\/\/\____|\______________  
#|      Rd      |/       |     |
#|                 D     /    _|_
#E                     R \    --- C 
#|                       /     |
#|_______________________|_____|
#Valeur de Rd (Ohm) : 
#Valeur de R (Ohm) : 
#Valeur de C (Farad) : 
#Temps   Ve   Vs   Vd
#Diode passante
6.37   0.65   0.3657   1.294
6.38   0.6   0.3589   1.281
6.39   0.55   0.3517   1.268
6.4   0.5   0.3442   1.253
6.41   0.45   0.3363   1.238
6.42   0.4   0.3281   1.223
6.43   0.35   0.3195   1.206
6.44   0.3   0.3106   1.189
6.45   0.25   0.3014   1.171
6.46   0.2   0.2919   1.153
6.47   0.15   0.282   1.134
6.48   0.1   0.2719   1.114
6.49   0.05   0.2615   1.094
6.5   4.707e-13   0.2507   1.073
6.51   -0.05   0.2397   1.051
6.52   -0.1   0.2284   1.029
6.53   -0.15   0.2169   1.007
6.54   -0.2   0.205   0.9837
6.55   -0.25   0.1929   0.96
6.56   -0.3   0.1806   0.9358
6.57   -0.35   0.168   0.9111
6.58   -0.4   0.1551   0.8859
6.59   -0.45   0.142   0.8602
6.6   -0.5   0.1287   0.834
6.61   -0.55   0.1151   0.8073
6.62   -0.6   0.1013   0.7802
6.63   -0.65   0.08725   0.7526
6.64   -0.7   0.07301   0.7245
6.65   -0.75   0.05855   0.696
6.66   -0.8   0.04388   0.6671
6.67   -0.85   0.029   0.6378
6.68   -0.9   0.01392   0.608
6.69   -0.95   -0.001359   0.5778
#Diode bloquee
6.7   -1   -0.001345   -1.001
6.71   -1.05   -0.001332   -1.051
6.72   -1.1   -0.001318   -1.101
6.73   -1.15   -0.001305   -1.151
6.74   -1.2   -0.001292   -1.201
6.75   -1.25   -0.001279   -1.251
6.76   -1.3   -0.001266   -1.301
6.77   -1.35   -0.001254   -1.351
6.78   -1.4   -0.001241   -1.401
6.79   -1.45   -0.001229   -1.451
6.8   -1.5   -0.001216   -1.501
6.81   -1.55   -0.001204   -1.551
6.82   -1.6   -0.001192   -1.601
6.83   -1.65   -0.00118   -1.651
6.84   -1.7   -0.001169   -1.701
6.85   -1.75   -0.001157   -1.751
6.86   -1.8   -0.001145   -1.801
6.87   -1.85   -0.001134   -1.851
6.88   -1.9   -0.001123   -1.901
6.89   -1.95   -0.001111   -1.951
6.9   -2   -0.0011   -2.001
6.91   -2.05   -0.001089   -2.051
6.92   -2.1   -0.001078   -2.101
6.93   -2.15   -0.001067   -2.151
6.94   -2.2   -0.001057   -2.201
6.95   -2.25   -0.001046   -2.251
6.96   -2.3   -0.001036   -2.301
6.97   -2.35   -0.001025   -2.351
6.98   -2.4   -0.001015   -2.401
6.99   -2.45   -0.001005   -2.451
7   -2.5   -0.000995   -2.501
7.01   -2.45   -0.000985   -2.451
7.02   -2.4   -0.0009752   -2.401
7.03   -2.35   -0.0009654   -2.351
7.04   -2.3   -0.0009558   -2.301
7.05   -2.25   -0.0009462   -2.251
7.06   -2.2   -0.0009367   -2.201
7.07   -2.15   -0.0009274   -2.151
7.08   -2.1   -0.0009181   -2.101
7.09   -2.05   -0.0009089   -2.051
7.1   -2   -0.0008998   -2.001
7.11   -1.95   -0.0008908   -1.951
7.12   -1.9   -0.0008819   -1.901
7.13   -1.85   -0.0008731   -1.851
7.14   -1.8   -0.0008644   -1.801
7.15   -1.75   -0.0008557   -1.751
7.16   -1.7   -0.0008472   -1.701
7.17   -1.65   -0.0008387   -1.651
7.18   -1.6   -0.0008303   -1.601
7.19   -1.55   -0.000822   -1.551
7.2   -1.5   -0.0008138   -1.501
7.21   -1.45   -0.0008057   -1.451
7.22   -1.4   -0.0007976   -1.401
7.23   -1.35   -0.0007896   -1.351
7.24   -1.3   -0.0007817   -1.301
7.25   -1.25   -0.0007739   -1.251
7.26   -1.2   -0.0007662   -1.201
7.27   -1.15   -0.0007585   -1.151
7.28   -1.1   -0.0007509   -1.101
7.29   -1.05   -0.0007434   -1.051
7.3   -1   -0.000736   -1.001
7.31   -0.95   -0.0007286   -0.9507
7.32   -0.9   -0.0007213   -0.9007
7.33   -0.85   -0.0007141   -0.8507
7.34   -0.8   -0.000707   -0.8007
7.35   -0.75   -0.0006999   -0.7507
7.36   -0.7   -0.0006929   -0.7007
7.37   -0.65   -0.000686   -0.6507
7.38   -0.6   -0.0006791   -0.6007
7.39   -0.55   -0.0006723   -0.5507
7.4   -0.5   -0.0006656   -0.5007
7.41   -0.45   -0.000659   -0.4507
7.42   -0.4   -0.0006524   -0.4007
7.43   -0.35   -0.0006458   -0.3507
7.44   -0.3   -0.0006394   -0.3006
7.45   -0.25   -0.000633   -0.2506
7.46   -0.2   -0.0006267   -0.2006
7.47   -0.15   -0.0006204   -0.1506
7.48   -0.1   -0.0006142   -0.1006
7.49   -0.05   -0.000608   -0.05061
7.5   -5.773e-13   -0.000602   -0.000608
7.51   0.05   -0.0005959   0.0494
7.52   0.1   -0.00059   0.0994
7.53   0.15   -0.0005841   0.1494
7.54   0.2   -0.0005782   0.1994
7.55   0.25   -0.0005725   0.2494
7.56   0.3   -0.0005667   0.2994
7.57   0.35   -0.0005611   0.3494
7.58   0.4   -0.0005555   0.3994
7.59   0.45   -0.0005499   0.4494
7.6   0.5   -0.0005444   0.4995
7.61   0.55   -0.000539   0.5495
7.62   0.6   -0.0005336   0.5995
7.63   0.65   -0.0005282   0.6495
#Diode passante
7.64   0.7   -1.767e-05   0.6489
7.65   0.75   0.0009827   0.65
7.66   0.8   0.002463   0.652
7.67   0.85   0.004414   0.6549
7.68   0.9   0.006825   0.6588
7.69   0.95   0.009689   0.6637
7.7   1   0.013   0.6694
7.71   1.05   0.01674   0.676
7.72   1.1   0.0209   0.6835
7.73   1.15   0.02548   0.6918
7.74   1.2   0.03047   0.701
7.75   1.25   0.03586   0.7109
7.76   1.3   0.04165   0.7217
7.77   1.35   0.04781   0.7333
7.78   1.4   0.05436   0.7456
7.79   1.45   0.06127   0.7587
7.8   1.5   0.06854   0.7725
7.81   1.55   0.07617   0.7871
7.82   1.6   0.08415   0.8023
7.83   1.65   0.09247   0.8183
7.84   1.7   0.1011   0.8349
7.85   1.75   0.1101   0.8522
7.86   1.8   0.1194   0.8702
7.87   1.85   0.129   0.8888
7.88   1.9   0.1389   0.908
7.89   1.95   0.1491   0.9279
7.9   2   0.1597   0.9483
7.91   2.05   0.1705   0.9693
7.92   2.1   0.1816   0.9909
7.93   2.15   0.1929   1.013
7.94   2.2   0.2046   1.036
7.95   2.25   0.2165   1.059
7.96   2.3   0.2287   1.083
7.97   2.35   0.2411   1.107
7.98   2.4   0.2538   1.132
7.99   2.45   0.2667   1.158
8   2.5   0.2798   1.183
8.01   2.45   0.2933   1.11
8.02   2.4   0.3059   1.137
8.03   2.35   0.3178   1.162
8.04   2.3   0.3289   1.186
8.05   2.25   0.3393   1.208
8.06   2.2   0.349   1.229
8.07   2.15   0.3581   1.248
8.08   2.1   0.3664   1.266
8.09   2.05   0.3741   1.283
8.1   2   0.3811   1.298
8.11   1.95   0.3875   1.312
8.12   1.9   0.3932   1.325
8.13   1.85   0.3984   1.336
8.14   1.8   0.4029   1.347
8.15   1.75   0.4068   1.356
8.16   1.7   0.4102   1.364
8.17   1.65   0.413   1.37
8.18   1.6   0.4152   1.376
8.19   1.55   0.4169   1.38
8.2   1.5   0.4181   1.384
8.21   1.45   0.4187   1.386
8.22   1.4   0.4189   1.387
8.23   1.35   0.4185   1.388
8.24   1.3   0.4176   1.387
8.25   1.25   0.4163   1.385
8.26   1.2   0.4144   1.383
8.27   1.15   0.4121   1.379
8.28   1.1   0.4094   1.374
8.29   1.05   0.4062   1.369
8.3   1   0.4026   1.362
8.31   0.95   0.3985   1.355
8.32   0.9   0.3941   1.347
8.33   0.85   0.3892   1.338
8.34   0.8   0.3839   1.328
8.35   0.75   0.3782   1.318
8.36   0.7   0.3722   1.306
8.37   0.65   0.3657   1.294
8.38   0.6   0.3589   1.281
8.39   0.55   0.3517   1.268
8.4   0.5   0.3442   1.253
8.41   0.45   0.3363   1.238
8.42   0.4   0.3281   1.223
8.43   0.35   0.3195   1.206
8.44   0.3   0.3106   1.189
8.45   0.25   0.3014   1.171
8.46   0.2   0.2919   1.153
8.47   0.15   0.282   1.134
8.48   0.1   0.2719   1.114
8.49   0.05   0.2615   1.094
8.5   6.839e-13   0.2507   1.073
8.51   -0.05   0.2397   1.051
8.52   -0.1   0.2284   1.029
8.53   -0.15   0.2169   1.007
8.54   -0.2   0.205   0.9837
8.55   -0.25   0.1929   0.96
8.56   -0.3   0.1806   0.9358
8.57   -0.35   0.168   0.9111
8.58   -0.4   0.1551   0.8859
8.59   -0.45   0.142   0.8602
8.6   -0.5   0.1287   0.834
8.61   -0.55   0.1151   0.8073
8.62   -0.6   0.1013   0.7802
8.63   -0.65   0.08725   0.7526
8.64   -0.7   0.07301   0.7245
8.65   -0.75   0.05855   0.696
8.66   -0.8   0.04388   0.6671
8.67   -0.85   0.029   0.6378
8.68   -0.9   0.01392   0.608
8.69   -0.95   -0.00136   0.5778
#Diode bloquee
8.7   -1   -0.001346   -1.001
8.71   -1.05   -0.001333   -1.051
8.72   -1.1   -0.001319   -1.101
8.73   -1.15   -0.001306   -1.151
8.74   -1.2   -0.001293   -1.201
8.75   -1.25   -0.00128   -1.251
8.76   -1.3   -0.001267   -1.301
8.77   -1.35   -0.001255   -1.351
8.78   -1.4   -0.001242   -1.401
8.79   -1.45   -0.00123   -1.451
8.8   -1.5   -0.001217   -1.501
8.81   -1.55   -0.001205   -1.551
8.82   -1.6   -0.001193   -1.601
8.83   -1.65   -0.001181   -1.651
8.84   -1.7   -0.001169   -1.701
8.85   -1.75   -0.001158   -1.751
8.86   -1.8   -0.001146   -1.801
8.87   -1.85   -0.001135   -1.851
8.88   -1.9   -0.001123   -1.901
8.89   -1.95   -0.001112   -1.951
8.9   -2   -0.001101   -2.001
8.91   -2.05   -0.00109   -2.051
8.92   -2.1   -0.001079   -2.101
8.93   -2.15   -0.001068   -2.151
8.94   -2.2   -0.001058   -2.201
8.95   -2.25   -0.001047   -2.251
8.96   -2.3   -0.001037   -2.301
8.97   -2.35   -0.001026   -2.351
8.98   -2.4   -0.001016   -2.401
8.99   -2.45   -0.001006   -2.451
9   -2.5   -0.0009957   -2.501
9.01   -2.45   -0.0009858   -2.451
9.02   -2.4   -0.0009759   -2.401
9.03   -2.35   -0.0009661   -2.351
9.04   -2.3   -0.0009565   -2.301
9.05   -2.25   -0.0009469   -2.251
9.06   -2.2   -0.0009374   -2.201
9.07   -2.15   -0.0009281   -2.151
9.08   -2.1   -0.0009188   -2.101
9.09   -2.05   -0.0009096   -2.051
9.1   -2   -0.0009005   -2.001
9.11   -1.95   -0.0008915   -1.951
9.12   -1.9   -0.0008826   -1.901
9.13   -1.85   -0.0008738   -1.851
9.14   -1.8   -0.000865   -1.801
9.15   -1.75   -0.0008564   -1.751
9.16   -1.7   -0.0008478   -1.701
9.17   -1.65   -0.0008393   -1.651
9.18   -1.6   -0.0008309   -1.601
9.19   -1.55   -0.0008226   -1.551
9.2   -1.5   -0.0008144   -1.501
9.21   -1.45   -0.0008063   -1.451
9.22   -1.4   -0.0007982   -1.401
9.23   -1.35   -0.0007902   -1.351
9.24   -1.3   -0.0007823   -1.301
9.25   -1.25   -0.0007745   -1.251
9.26   -1.2   -0.0007667   -1.201
9.27   -1.15   -0.0007591   -1.151
9.28   -1.1   -0.0007515   -1.101
9.29   -1.05   -0.000744   -1.051
9.3   -1   -0.0007365   -1.001
9.31   -0.95   -0.0007292   -0.9507
9.32   -0.9   -0.0007219   -0.9007
9.33   -0.85   -0.0007147   -0.8507
9.34   -0.8   -0.0007075   -0.8007
9.35   -0.75   -0.0007004   -0.7507
9.36   -0.7   -0.0006934   -0.7007
9.37   -0.65   -0.0006865   -0.6507
9.38   -0.6   -0.0006796   -0.6007
9.39   -0.55   -0.0006728   -0.5507
9.4   -0.5   -0.0006661   -0.5007
9.41   -0.45   -0.0006594   -0.4507
9.42   -0.4   -0.0006528   -0.4007
9.43   -0.35   -0.0006463   -0.3507
9.44   -0.3   -0.0006399   -0.3006
9.45   -0.25   -0.0006335   -0.2506
9.46   -0.2   -0.0006271   -0.2006
9.47   -0.15   -0.0006209   -0.1506
9.48   -0.1   -0.0006146   -0.1006
9.49   -0.05   -0.0006085   -0.05061
9.5   -7.905e-13   -0.0006024   -0.0006085
9.51   0.05   -0.0005964   0.0494
9.52   0.1   -0.0005904   0.0994
9.53   0.15   -0.0005845   0.1494
9.54   0.2   -0.0005787   0.1994
9.55   0.25   -0.0005729   0.2494
9.56   0.3   -0.0005672   0.2994
9.57   0.35   -0.0005615   0.3494
9.58   0.4   -0.0005559   0.3994
9.59   0.45   -0.0005503   0.4494
9.6   0.5   -0.0005448   0.4994
9.61   0.55   -0.0005394   0.5495
9.62   0.6   -0.000534   0.5995
9.63   0.65   -0.0005286   0.6495
#Diode passante
9.64   0.7   -1.806e-05   0.6489
9.65   0.75   0.0009823   0.65
9.66   0.8   0.002463   0.652
9.67   0.85   0.004413   0.6549
9.68   0.9   0.006825   0.6588
9.69   0.95   0.009689   0.6637
9.7   1   0.01299   0.6694
9.71   1.05   0.01673   0.676
9.72   1.1   0.0209   0.6835
9.73   1.15   0.02548   0.6918
9.74   1.2   0.03047   0.701
9.75   1.25   0.03586   0.7109
9.76   1.3   0.04165   0.7217
9.77   1.35   0.04781   0.7333
9.78   1.4   0.05436   0.7456
9.79   1.45   0.06127   0.7587
9.8   1.5   0.06854   0.7725
9.81   1.55   0.07617   0.7871
9.82   1.6   0.08415   0.8023
9.83   1.65   0.09247   0.8183
9.84   1.7   0.1011   0.8349
9.85   1.75   0.1101   0.8522
9.86   1.8   0.1194   0.8702
9.87   1.85   0.129   0.8888
9.88   1.9   0.1389   0.908
9.89   1.95   0.1491   0.9279
9.9   2   0.1597   0.9483
9.91   2.05   0.1705   0.9693
9.92   2.1   0.1816   0.9909
9.93   2.15   0.1929   1.013
9.94   2.2   0.2046   1.036
9.95   2.25   0.2165   1.059
9.96   2.3   0.2287   1.083
9.97   2.35   0.2411   1.107
9.98   2.4   0.2538   1.132
9.99   2.45   0.2667   1.158
10   2.5   0.2798   1.183
10.01   2.45   0.2933   1.11
