#Premier Ordre :
#1 - Exemple 1
#2 - Circuit A
#3 - Circuit B
#Deuxième Ordre :
#4 - Exemple 2
#5 - Circuit C
#6 - Circuit D
#Choisir la source ?
#1 - Echelon
#2 - Porte
#3 - Carre
#4 - Triangle
#5 - Rampe f(t)=-3*t (Exemple1)
#6 - Nulle (Exemple 2)
#Valeur de R (Ohm) : 
#Valeur de L (Henry) : 
#Valeur de C (Farad) : 
#Temps   Entree   Sortie-Solution   Sinus(sol exact)   
8.97   5   4.891   0.4393
8.98   5   4.892   0.4303
8.99   5   4.893   0.4212
9   5   4.893   0.4121
9.01   5   4.894   0.403
9.02   5   4.895   0.3938
9.03   5   4.895   0.3846
9.04   5   4.896   0.3754
9.05   5   4.897   0.3661
9.06   5   4.898   0.3567
9.07   5   4.898   0.3474
9.08   5   4.899   0.338
9.09   5   4.9   0.3286
9.1   5   4.9   0.3191
9.11   5   4.901   0.3096
9.12   5   4.902   0.3001
9.13   5   4.902   0.2905
9.14   5   4.903   0.2809
9.15   5   4.904   0.2713
9.16   5   4.905   0.2617
9.17   5   4.905   0.252
9.18   5   4.906   0.2423
9.19   5   4.907   0.2326
9.2   5   4.908   0.2229
9.21   5   4.908   0.2131
9.22   5   4.909   0.2033
9.23   5   4.91   0.1935
9.24   5   4.911   0.1837
9.25   5   4.911   0.1739
9.26   5   4.912   0.164
9.27   5   4.913   0.1542
9.28   5   4.914   0.1443
9.29   5   4.914   0.1344
9.3   5   4.915   0.1245
9.31   5   4.916   0.1145
9.32   5   4.917   0.1046
9.33   5   4.917   0.09464
9.34   5   4.918   0.08468
9.35   5   4.919   0.07471
9.36   5   4.92   0.06473
9.37   5   4.92   0.05475
9.38   5   4.921   0.04476
9.39   5   4.922   0.03477
9.4   5   4.923   0.02478
9.41   5   4.923   0.01478
9.42   5   4.924   0.004778
9.43   5   4.925   -0.005222
9.44   5   4.926   -0.01522
9.45   5   4.926   -0.02522
9.46   5   4.927   -0.03521
9.47   5   4.928   -0.04521
9.48   5   4.929   -0.05519
9.49   5   4.929   -0.06518
9.5   5   4.93   -0.07515
9.51   5   4.931   -0.08512
9.52   5   4.932   -0.09508
9.53   5   4.932   -0.105
9.54   5   4.933   -0.115
9.55   5   4.934   -0.1249
9.56   5   4.935   -0.1348
9.57   5   4.935   -0.1447
9.58   5   4.936   -0.1546
9.59   5   4.937   -0.1645
9.6   5   4.938   -0.1743
9.61   5   4.938   -0.1842
9.62   5   4.939   -0.194
9.63   5   4.94   -0.2038
9.64   5   4.941   -0.2136
9.65   5   4.941   -0.2233
9.66   5   4.942   -0.2331
9.67   5   4.943   -0.2428
9.68   5   4.944   -0.2525
9.69   5   4.944   -0.2621
9.7   5   4.945   -0.2718
9.71   5   4.946   -0.2814
9.72   5   4.947   -0.291
9.73   5   4.947   -0.3005
9.74   5   4.948   -0.31
9.75   5   4.949   -0.3195
9.76   5   4.949   -0.329
9.77   5   4.95   -0.3384
9.78   5   4.951   -0.3478
9.79   5   4.952   -0.3572
9.8   5   4.952   -0.3665
9.81   5   4.953   -0.3758
9.82   5   4.954   -0.385
9.83   5   4.954   -0.3942
9.84   5   4.955   -0.4034
9.85   5   4.956   -0.4125
9.86   5   4.957   -0.4216
9.87   5   4.957   -0.4307
9.88   5   4.958   -0.4397
9.89   5   4.959   -0.4486
9.9   5   4.959   -0.4575
9.91   5   4.96   -0.4664
9.92   5   4.961   -0.4752
9.93   5   4.961   -0.484
9.94   5   4.962   -0.4927
9.95   5   4.963   -0.5014
9.96   5   4.963   -0.51
9.97   5   4.964   -0.5186
9.98   5   4.965   -0.5271
9.99   5   4.965   -0.5356
10   5   4.966   -0.544
10.01   5   4.967   -0.5524
