#Premier Ordre :
#1 - Exemple 1
#2 - Circuit A
#3 - Circuit B
#Deuxième Ordre :
#4 - Exemple 2
#5 - Circuit C
#6 - Circuit D
#Choisir la source ?
#1 - Echelon
#2 - Porte
#3 - Carre
#4 - Triangle
#5 - Rampe f(t)=-3*t (Exemple1)
#6 - Nulle (Exemple 2)
#Valeur de R (Ohm) : 
#Valeur de L (Henry) : 
#Valeur de C (Farad) : 
#Temps   Entree   Sortie-Solution   Sinus(sol exact)   
1.96   5   1.592   0.9252
1.97   5   1.618   0.9214
1.98   5   1.645   0.9174
1.99   5   1.671   0.9134
2   5   1.698   0.9093
2.01   5   1.725   0.9051
2.02   5   1.752   0.9008
2.03   5   1.779   0.8964
2.04   5   1.806   0.8919
2.05   5   1.833   0.8874
2.06   5   1.86   0.8827
2.07   5   1.887   0.878
2.08   5   1.915   0.8731
2.09   5   1.942   0.8682
2.1   5   1.969   0.8632
2.11   5   1.996   0.8581
2.12   5   2.024   0.8529
2.13   5   2.051   0.8477
2.14   5   2.078   0.8423
2.15   5   2.106   0.8369
2.16   5   2.133   0.8314
2.17   5   2.161   0.8258
2.18   5   2.188   0.8201
2.19   5   2.216   0.8143
2.2   5   2.243   0.8085
2.21   5   2.271   0.8026
2.22   5   2.298   0.7966
2.23   5   2.326   0.7905
2.24   5   2.353   0.7843
2.25   5   2.381   0.7781
2.26   5   2.408   0.7718
2.27   5   2.435   0.7654
2.28   5   2.463   0.7589
2.29   5   2.49   0.7523
2.3   5   2.518   0.7457
2.31   5   2.545   0.739
2.32   5   2.572   0.7322
2.33   5   2.6   0.7254
2.34   5   2.627   0.7185
2.35   5   2.654   0.7115
2.36   5   2.681   0.7044
2.37   5   2.709   0.6973
2.38   5   2.736   0.6901
2.39   5   2.763   0.6828
2.4   5   2.79   0.6755
2.41   5   2.817   0.6681
2.42   5   2.844   0.6606
2.43   5   2.871   0.653
2.44   5   2.898   0.6454
2.45   5   2.924   0.6378
2.46   5   2.951   0.63
2.47   5   2.978   0.6222
2.48   5   3.004   0.6144
2.49   5   3.031   0.6065
2.5   5   3.058   0.5985
2.51   5   3.084   0.5904
2.52   5   3.11   0.5823
2.53   5   3.137   0.5742
2.54   5   3.163   0.566
2.55   5   3.189   0.5577
2.56   5   3.215   0.5494
2.57   5   3.241   0.541
2.58   5   3.267   0.5325
2.59   5   3.293   0.524
2.6   5   3.318   0.5155
2.61   5   3.344   0.5069
2.62   5   3.37   0.4983
2.63   5   3.395   0.4896
2.64   5   3.42   0.4808
2.65   5   3.446   0.472
2.66   5   3.471   0.4632
2.67   5   3.496   0.4543
2.68   5   3.521   0.4454
2.69   5   3.546   0.4364
2.7   5   3.571   0.4274
2.71   5   3.595   0.4183
2.72   5   3.62   0.4092
2.73   5   3.644   0.4001
2.74   5   3.669   0.3909
2.75   5   3.693   0.3817
2.76   5   3.717   0.3724
2.77   5   3.741   0.3631
2.78   5   3.765   0.3538
2.79   5   3.789   0.3444
2.8   5   3.812   0.335
2.81   5   3.836   0.3255
2.82   5   3.86   0.3161
2.83   5   3.883   0.3066
2.84   5   3.906   0.297
2.85   5   3.929   0.2875
2.86   5   3.952   0.2779
2.87   5   3.975   0.2683
2.88   5   3.998   0.2586
2.89   5   4.02   0.2489
2.9   5   4.043   0.2392
2.91   5   4.065   0.2295
2.92   5   4.087   0.2198
2.93   5   4.11   0.21
2.94   5   4.132   0.2002
2.95   5   4.153   0.1904
2.96   5   4.175   0.1806
2.97   5   4.197   0.1708
2.98   5   4.218   0.1609
2.99   5   4.239   0.151
3   5   4.261   0.1411
3.01   5   4.282   0.1312
3.02   5   4.303   0.1213
3.03   5   4.323   0.1114
3.04   5   4.344   0.1014
3.05   5   4.364   0.09146
3.06   5   4.385   0.0815
3.07   5   4.405   0.07153
3.08   5   4.425   0.06155
3.09   5   4.445   0.05157
3.1   5   4.465   0.04158
3.11   5   4.484   0.03159
3.12   5   4.504   0.02159
3.13   5   4.523   0.01159
3.14   5   4.543   0.001593
3.15   5   4.562   -0.008407
3.16   5   4.581   -0.01841
3.17   5   4.599   -0.0284
3.18   5   4.618   -0.0384
3.19   5   4.636   -0.04839
3.2   5   4.655   -0.05837
3.21   5   4.673   -0.06835
3.22   5   4.691   -0.07833
3.23   5   4.709   -0.08829
3.24   5   4.727   -0.09825
3.25   5   4.744   -0.1082
3.26   5   4.762   -0.1181
3.27   5   4.779   -0.1281
3.28   5   4.796   -0.138
3.29   5   4.813   -0.1479
3.3   5   4.83   -0.1577
3.31   5   4.847   -0.1676
3.32   5   4.863   -0.1775
3.33   5   4.88   -0.1873
3.34   5   4.896   -0.1971
3.35   5   4.912   -0.2069
3.36   5   4.928   -0.2167
3.37   5   4.944   -0.2264
3.38   5   4.959   -0.2362
3.39   5   4.975   -0.2459
3.4   5   4.99   -0.2555
3.41   5   5.006   -0.2652
3.42   5   5.021   -0.2748
3.43   5   5.035   -0.2844
3.44   5   5.05   -0.294
3.45   5   5.065   -0.3035
3.46   5   5.079   -0.3131
3.47   5   5.094   -0.3225
3.48   5   5.108   -0.332
3.49   5   5.122   -0.3414
3.5   5   5.136   -0.3508
3.51   5   5.149   -0.3601
3.52   5   5.163   -0.3694
3.53   5   5.176   -0.3787
3.54   5   5.189   -0.388
3.55   5   5.202   -0.3971
3.56   5   5.215   -0.4063
3.57   5   5.228   -0.4154
3.58   5   5.241   -0.4245
3.59   5   5.253   -0.4335
3.6   5   5.266   -0.4425
3.61   5   5.278   -0.4515
3.62   5   5.29   -0.4604
3.63   5   5.302   -0.4692
3.64   5   5.314   -0.478
3.65   5   5.325   -0.4868
3.66   5   5.337   -0.4955
3.67   5   5.348   -0.5042
3.68   5   5.359   -0.5128
3.69   5   5.37   -0.5213
3.7   5   5.381   -0.5298
3.71   5   5.392   -0.5383
3.72   5   5.402   -0.5467
3.73   5   5.413   -0.555
3.74   5   5.423   -0.5633
3.75   5   5.433   -0.5716
3.76   5   5.443   -0.5797
3.77   5   5.453   -0.5879
3.78   5   5.463   -0.5959
3.79   5   5.472   -0.6039
3.8   5   5.482   -0.6119
3.81   5   5.491   -0.6197
3.82   5   5.5   -0.6276
3.83   5   5.509   -0.6353
3.84   5   5.518   -0.643
3.85   5   5.527   -0.6506
3.86   5   5.535   -0.6582
3.87   5   5.544   -0.6657
3.88   5   5.552   -0.6731
3.89   5   5.56   -0.6805
3.9   5   5.568   -0.6878
3.91   5   5.576   -0.695
3.92   5   5.584   -0.7021
3.93   5   5.592   -0.7092
3.94   5   5.599   -0.7162
3.95   5   5.606   -0.7232
3.96   5   5.614   -0.7301
3.97   5   5.621   -0.7369
3.98   5   5.628   -0.7436
3.99   5   5.635   -0.7502
4   5   5.641   -0.7568
4.01   5   5.648   -0.7633
4.02   5   5.654   -0.7697
4.03   5   5.661   -0.7761
4.04   5   5.667   -0.7823
4.05   5   5.673   -0.7885
4.06   5   5.679   -0.7946
4.07   5   5.685   -0.8007
4.08   5   5.69   -0.8066
4.09   5   5.696   -0.8125
4.1   5   5.701   -0.8183
4.11   5   5.706   -0.824
4.12   5   5.712   -0.8296
4.13   5   5.717   -0.8352
4.14   5   5.722   -0.8406
4.15   5   5.726   -0.846
4.16   5   5.731   -0.8513
4.17   5   5.736   -0.8565
4.18   5   5.74   -0.8616
4.19   5   5.744   -0.8666
4.2   5   5.749   -0.8716
4.21   5   5.753   -0.8764
4.22   5   5.757   -0.8812
4.23   5   5.761   -0.8859
4.24   5   5.764   -0.8905
4.25   5   5.768   -0.895
4.26   5   5.772   -0.8994
4.27   5   5.775   -0.9037
4.28   5   5.778   -0.908
4.29   5   5.781   -0.9121
4.3   5   5.785   -0.9162
4.31   5   5.788   -0.9201
4.32   5   5.79   -0.924
4.33   5   5.793   -0.9278
4.34   5   5.796   -0.9315
4.35   5   5.798   -0.9351
4.36   5   5.801   -0.9386
4.37   5   5.803   -0.942
4.38   5   5.805   -0.9453
4.39   5   5.808   -0.9485
4.4   5   5.81   -0.9516
4.41   5   5.811   -0.9546
4.42   5   5.813   -0.9576
4.43   5   5.815   -0.9604
4.44   5   5.817   -0.9631
4.45   5   5.818   -0.9658
4.46   5   5.82   -0.9683
4.47   5   5.821   -0.9708
4.48   5   5.822   -0.9731
4.49   5   5.823   -0.9754
4.5   5   5.824   -0.9775
4.51   5   5.825   -0.9796
4.52   5   5.826   -0.9816
4.53   5   5.827   -0.9834
4.54   5   5.828   -0.9852
4.55   5   5.828   -0.9868
4.56   5   5.829   -0.9884
4.57   5   5.829   -0.9899
4.58   5   5.83   -0.9912
4.59   5   5.83   -0.9925
4.6   5   5.83   -0.9937
4.61   5   5.83   -0.9948
4.62   5   5.83   -0.9957
4.63   5   5.83   -0.9966
4.64   5   5.83   -0.9974
4.65   5   5.83   -0.9981
4.66   5   5.829   -0.9986
4.67   5   5.829   -0.9991
4.68   5   5.828   -0.9995
4.69   5   5.828   -0.9997
4.7   5   5.827   -0.9999
4.71   5   5.826   -1
4.72   5   5.826   -1
4.73   5   5.825   -0.9998
4.74   5   5.824   -0.9996
4.75   5   5.823   -0.9993
4.76   5   5.822   -0.9989
4.77   5   5.821   -0.9983
4.78   5   5.819   -0.9977
4.79   5   5.818   -0.997
4.8   5   5.817   -0.9962
4.81   5   5.815   -0.9952
4.82   5   5.814   -0.9942
4.83   5   5.812   -0.9931
4.84   5   5.811   -0.9919
4.85   5   5.809   -0.9905
4.86   5   5.807   -0.9891
4.87   5   5.805   -0.9876
4.88   5   5.803   -0.986
4.89   5   5.801   -0.9843
4.9   5   5.799   -0.9825
4.91   5   5.797   -0.9805
4.92   5   5.795   -0.9785
4.93   5   5.793   -0.9764
4.94   5   5.791   -0.9742
4.95   5   5.788   -0.9719
4.96   5   5.786   -0.9695
4.97   5   5.784   -0.967
4.98   5   5.781   -0.9644
4.99   5   5.779   -0.9617
5   5   5.776   -0.9589
5.01   5   5.773   -0.956
5.02   5   5.771   -0.9531
5.03   5   5.768   -0.95
5.04   5   5.765   -0.9468
5.05   5   5.762   -0.9435
5.06   5   5.759   -0.9402
5.07   5   5.757   -0.9367
5.08   5   5.754   -0.9332
5.09   5   5.751   -0.9295
5.1   5   5.748   -0.9258
5.11   5   5.744   -0.922
5.12   5   5.741   -0.9181
5.13   5   5.738   -0.9141
5.14   5   5.735   -0.91
5.15   5   5.732   -0.9058
5.16   5   5.728   -0.9015
5.17   5   5.725   -0.8971
5.18   5   5.721   -0.8926
5.19   5   5.718   -0.8881
5.2   5   5.715   -0.8835
5.21   5   5.711   -0.8787
5.22   5   5.707   -0.8739
5.23   5   5.704   -0.869
5.24   5   5.7   -0.864
5.25   5   5.697   -0.8589
5.26   5   5.693   -0.8538
5.27   5   5.689   -0.8485
5.28   5   5.685   -0.8432
5.29   5   5.682   -0.8378
5.3   5   5.678   -0.8323
5.31   5   5.674   -0.8267
5.32   5   5.67   -0.821
5.33   5   5.666   -0.8153
5.34   5   5.662   -0.8094
5.35   5   5.658   -0.8035
5.36   5   5.654   -0.7975
5.37   5   5.65   -0.7915
5.38   5   5.646   -0.7853
5.39   5   5.642   -0.7791
5.4   5   5.638   -0.7728
5.41   5   5.634   -0.7664
5.42   5   5.63   -0.7599
5.43   5   5.626   -0.7534
5.44   5   5.622   -0.7468
5.45   5   5.617   -0.7401
5.46   5   5.613   -0.7333
5.47   5   5.609   -0.7265
5.48   5   5.605   -0.7196
5.49   5   5.6   -0.7126
5.5   5   5.596   -0.7055
5.51   5   5.592   -0.6984
5.52   5   5.588   -0.6912
5.53   5   5.583   -0.684
5.54   5   5.579   -0.6766
5.55   5   5.574   -0.6692
5.56   5   5.57   -0.6618
5.57   5   5.566   -0.6542
5.58   5   5.561   -0.6467
5.59   5   5.557   -0.639
5.6   5   5.552   -0.6313
5.61   5   5.548   -0.6235
5.62   5   5.544   -0.6156
5.63   5   5.539   -0.6077
5.64   5   5.535   -0.5997
5.65   5   5.53   -0.5917
5.66   5   5.526   -0.5836
5.67   5   5.521   -0.5755
5.68   5   5.517   -0.5673
5.69   5   5.512   -0.559
5.7   5   5.508   -0.5507
5.71   5   5.503   -0.5423
5.72   5   5.498   -0.5339
5.73   5   5.494   -0.5254
5.74   5   5.489   -0.5169
5.75   5   5.485   -0.5083
5.76   5   5.48   -0.4996
5.77   5   5.476   -0.491
5.78   5   5.471   -0.4822
5.79   5   5.467   -0.4734
5.8   5   5.462   -0.4646
5.81   5   5.457   -0.4557
5.82   5   5.453   -0.4468
5.83   5   5.448   -0.4378
5.84   5   5.444   -0.4288
5.85   5   5.439   -0.4198
5.86   5   5.435   -0.4107
5.87   5   5.43   -0.4015
5.88   5   5.426   -0.3924
5.89   5   5.421   -0.3831
5.9   5   5.416   -0.3739
5.91   5   5.412   -0.3646
5.92   5   5.407   -0.3553
5.93   5   5.403   -0.3459
5.94   5   5.398   -0.3365
5.95   5   5.394   -0.3271
5.96   5   5.389   -0.3176
5.97   5   5.385   -0.3081
5.98   5   5.38   -0.2986
5.99   5   5.376   -0.289
6   5   5.371   -0.2794
6.01   5   5.367   -0.2698
6.02   5   5.362   -0.2602
6.03   5   5.358   -0.2505
6.04   5   5.353   -0.2408
6.05   5   5.349   -0.2311
6.06   5   5.344   -0.2213
6.07   5   5.34   -0.2116
6.08   5   5.336   -0.2018
6.09   5   5.331   -0.192
6.1   5   5.327   -0.1822
6.11   5   5.322   -0.1723
6.12   5   5.318   -0.1625
6.13   5   5.314   -0.1526
6.14   5   5.309   -0.1427
6.15   5   5.305   -0.1328
6.16   5   5.3   -0.1229
6.17   5   5.296   -0.1129
6.18   5   5.292   -0.103
6.19   5   5.288   -0.09305
6.2   5   5.283   -0.08309
6.21   5   5.279   -0.07312
6.22   5   5.275   -0.06314
6.23   5   5.271   -0.05316
6.24   5   5.266   -0.04317
6.25   5   5.262   -0.03318
6.26   5   5.258   -0.02318
6.27   5   5.254   -0.01318
6.28   5   5.25   -0.003185
6.29   5   5.245   0.006815
6.3   5   5.241   0.01681
6.31   5   5.237   0.02681
6.32   5   5.233   0.03681
6.33   5   5.229   0.0468
6.34   5   5.225   0.05678
6.35   5   5.221   0.06676
6.36   5   5.217   0.07674
6.37   5   5.213   0.08671
6.38   5   5.209   0.09666
6.39   5   5.205   0.1066
6.4   5   5.201   0.1165
6.41   5   5.197   0.1265
6.42   5   5.193   0.1364
6.43   5   5.189   0.1463
6.44   5   5.185   0.1562
6.45   5   5.181   0.166
6.46   5   5.178   0.1759
6.47   5   5.174   0.1857
6.48   5   5.17   0.1955
6.49   5   5.166   0.2053
6.5   5   5.162   0.2151
6.51   5   5.159   0.2249
6.52   5   5.155   0.2346
6.53   5   5.151   0.2443
6.54   5   5.148   0.254
6.55   5   5.144   0.2637
6.56   5   5.14   0.2733
6.57   5   5.137   0.2829
6.58   5   5.133   0.2925
6.59   5   5.13   0.302
6.6   5   5.126   0.3115
6.61   5   5.123   0.321
6.62   5   5.119   0.3305
6.63   5   5.116   0.3399
6.64   5   5.112   0.3493
6.65   5   5.109   0.3586
6.66   5   5.105   0.368
6.67   5   5.102   0.3772
6.68   5   5.099   0.3865
6.69   5   5.095   0.3957
6.7   5   5.092   0.4048
6.71   5   5.089   0.414
6.72   5   5.085   0.4231
6.73   5   5.082   0.4321
6.74   5   5.079   0.4411
6.75   5   5.076   0.45
6.76   5   5.073   0.459
6.77   5   5.07   0.4678
6.78   5   5.066   0.4766
6.79   5   5.063   0.4854
6.8   5   5.06   0.4941
6.81   5   5.057   0.5028
6.82   5   5.054   0.5114
6.83   5   5.051   0.52
6.84   5   5.048   0.5285
6.85   5   5.045   0.5369
6.86   5   5.042   0.5454
6.87   5   5.039   0.5537
6.88   5   5.037   0.562
6.89   5   5.034   0.5703
6.9   5   5.031   0.5784
6.91   5   5.028   0.5866
6.92   5   5.025   0.5946
6.93   5   5.023   0.6026
6.94   5   5.02   0.6106
6.95   5   5.017   0.6185
6.96   5   5.014   0.6263
6.97   5   5.012   0.6341
6.98   5   5.009   0.6418
6.99   5   5.007   0.6494
7   5   5.004   0.657
7.01   5   5.001   0.6645
7.02   5   4.999   0.6719
7.03   5   4.996   0.6793
7.04   5   4.994   0.6866
7.05   5   4.992   0.6938
7.06   5   4.989   0.701
7.07   5   4.987   0.7081
7.08   5   4.984   0.7151
7.09   5   4.982   0.7221
7.1   5   4.98   0.729
7.11   5   4.977   0.7358
7.12   5   4.975   0.7425
7.13   5   4.973   0.7492
7.14   5   4.971   0.7558
7.15   5   4.968   0.7623
7.16   5   4.966   0.7687
7.17   5   4.964   0.7751
7.18   5   4.962   0.7813
7.19   5   4.96   0.7875
7.2   5   4.958   0.7937
7.21   5   4.956   0.7997
7.22   5   4.954   0.8057
7.23   5   4.952   0.8116
7.24   5   4.95   0.8174
7.25   5   4.948   0.8231
7.26   5   4.946   0.8287
7.27   5   4.944   0.8343
7.28   5   4.942   0.8397
7.29   5   4.94   0.8451
7.3   5   4.938   0.8504
7.31   5   4.937   0.8557
7.32   5   4.935   0.8608
7.33   5   4.933   0.8658
7.34   5   4.931   0.8708
7.35   5   4.93   0.8757
7.36   5   4.928   0.8805
7.37   5   4.926   0.8851
7.38   5   4.925   0.8898
7.39   5   4.923   0.8943
7.4   5   4.922   0.8987
7.41   5   4.92   0.903
7.42   5   4.918   0.9073
7.43   5   4.917   0.9115
7.44   5   4.915   0.9155
7.45   5   4.914   0.9195
7.46   5   4.912   0.9234
7.47   5   4.911   0.9272
7.48   5   4.91   0.9309
7.49   5   4.908   0.9345
7.5   5   4.907   0.938
7.51   5   4.906   0.9414
7.52   5   4.904   0.9447
7.53   5   4.903   0.948
7.54   5   4.902   0.9511
7.55   5   4.9   0.9542
7.56   5   4.899   0.9571
7.57   5   4.898   0.9599
7.58   5   4.897   0.9627
7.59   5   4.896   0.9654
7.6   5   4.895   0.9679
7.61   5   4.893   0.9704
7.62   5   4.892   0.9728
7.63   5   4.891   0.975
7.64   5   4.89   0.9772
7.65   5   4.889   0.9793
7.66   5   4.888   0.9812
7.67   5   4.887   0.9831
7.68   5   4.886   0.9849
7.69   5   4.885   0.9866
7.7   5   4.884   0.9882
7.71   5   4.884   0.9897
7.72   5   4.883   0.991
7.73   5   4.882   0.9923
7.74   5   4.881   0.9935
7.75   5   4.88   0.9946
7.76   5   4.879   0.9956
7.77   5   4.879   0.9965
7.78   5   4.878   0.9973
7.79   5   4.877   0.998
7.8   5   4.876   0.9985
7.81   5   4.876   0.999
7.82   5   4.875   0.9994
7.83   5   4.874   0.9997
7.84   5   4.874   0.9999
7.85   5   4.873   1
7.86   5   4.872   1
7.87   5   4.872   0.9999
7.88   5   4.871   0.9997
7.89   5   4.871   0.9994
7.9   5   4.87   0.9989
7.91   5   4.87   0.9984
7.92   5   4.869   0.9978
7.93   5   4.869   0.9971
7.94   5   4.868   0.9963
7.95   5   4.868   0.9954
7.96   5   4.867   0.9944
7.97   5   4.867   0.9933
7.98   5   4.867   0.9921
7.99   5   4.866   0.9908
8   5   4.866   0.9894
8.01   5   4.866   0.9879
8.02   5   4.865   0.9863
8.03   5   4.865   0.9845
8.04   5   4.865   0.9827
8.05   5   4.864   0.9808
8.06   5   4.864   0.9789
8.07   5   4.864   0.9768
8.08   5   4.864   0.9746
8.09   5   4.863   0.9723
8.1   5   4.863   0.9699
8.11   5   4.863   0.9674
8.12   5   4.863   0.9648
8.13   5   4.863   0.9621
8.14   5   4.863   0.9594
8.15   5   4.863   0.9565
8.16   5   4.862   0.9535
8.17   5   4.862   0.9505
8.18   5   4.862   0.9473
8.19   5   4.862   0.9441
8.2   5   4.862   0.9407
8.21   5   4.862   0.9373
8.22   5   4.862   0.9338
8.23   5   4.862   0.9301
8.24   5   4.862   0.9264
8.25   5   4.862   0.9226
8.26   5   4.862   0.9187
8.27   5   4.862   0.9147
8.28   5   4.862   0.9106
8.29   5   4.862   0.9064
8.3   5   4.863   0.9022
8.31   5   4.863   0.8978
8.32   5   4.863   0.8934
8.33   5   4.863   0.8888
8.34   5   4.863   0.8842
8.35   5   4.863   0.8795
8.36   5   4.863   0.8747
8.37   5   4.864   0.8698
8.38   5   4.864   0.8648
8.39   5   4.864   0.8597
8.4   5   4.864   0.8546
8.41   5   4.864   0.8494
8.42   5   4.865   0.844
8.43   5   4.865   0.8386
8.44   5   4.865   0.8331
8.45   5   4.865   0.8276
8.46   5   4.866   0.8219
8.47   5   4.866   0.8162
8.48   5   4.866   0.8104
8.49   5   4.867   0.8045
8.5   5   4.867   0.7985
8.51   5   4.867   0.7924
8.52   5   4.868   0.7863
8.53   5   4.868   0.7801
8.54   5   4.868   0.7738
8.55   5   4.869   0.7674
8.56   5   4.869   0.761
8.57   5   4.87   0.7544
8.58   5   4.87   0.7478
8.59   5   4.87   0.7411
8.6   5   4.871   0.7344
8.61   5   4.871   0.7276
8.62   5   4.872   0.7207
8.63   5   4.872   0.7137
8.64   5   4.873   0.7067
8.65   5   4.873   0.6996
8.66   5   4.873   0.6924
8.67   5   4.874   0.6851
8.68   5   4.874   0.6778
8.69   5   4.875   0.6704
8.7   5   4.875   0.663
8.71   5   4.876   0.6554
8.72   5   4.876   0.6479
8.73   5   4.877   0.6402
8.74   5   4.877   0.6325
8.75   5   4.878   0.6247
8.76   5   4.879   0.6169
8.77   5   4.879   0.609
8.78   5   4.88   0.601
8.79   5   4.88   0.593
8.8   5   4.881   0.5849
8.81   5   4.881   0.5768
8.82   5   4.882   0.5686
8.83   5   4.883   0.5603
8.84   5   4.883   0.552
8.85   5   4.884   0.5436
8.86   5   4.884   0.5352
8.87   5   4.885   0.5268
8.88   5   4.886   0.5182
8.89   5   4.886   0.5097
8.9   5   4.887   0.501
8.91   5   4.887   0.4923
8.92   5   4.888   0.4836
8.93   5   4.889   0.4748
8.94   5   4.889   0.466
8.95   5   4.89   0.4571
8.96   5   4.891   0.4482
