#Premier Ordre :
#1 - Exemple 1
#2 - Circuit A
#3 - Circuit B
#Deuxième Ordre :
#4 - Exemple 2
#5 - Circuit C
#6 - Circuit D
#Choisir la source ?
#1 - Echelon
#2 - Porte
#3 - Carre
#4 - Triangle
#5 - Rampe f(t)=-3*t (Exemple1)
#6 - Nulle (Exemple 2)
#Valeur de R (Ohm) : 
#Valeur de L (Henry) : 
#Valeur de C (Farad) : 
#Temps   Entree   Sortie-Solution   Sinus(sol exact)   
6.54   -0.2   0.09964   0.254
6.55   -0.25   0.1055   0.2637
6.56   -0.3   0.1114   0.2733
6.57   -0.35   0.1171   0.2829
6.58   -0.4   0.1227   0.2925
6.59   -0.45   0.1282   0.302
6.6   -0.5   0.1336   0.3115
6.61   -0.55   0.1389   0.321
6.62   -0.6   0.1441   0.3305
6.63   -0.65   0.1492   0.3399
6.64   -0.7   0.1541   0.3493
6.65   -0.75   0.1589   0.3586
6.66   -0.8   0.1636   0.368
6.67   -0.85   0.1681   0.3772
6.68   -0.9   0.1725   0.3865
6.69   -0.95   0.1768   0.3957
6.7   -1   0.1809   0.4048
6.71   -1.05   0.1848   0.414
6.72   -1.1   0.1886   0.4231
6.73   -1.15   0.1922   0.4321
6.74   -1.2   0.1957   0.4411
6.75   -1.25   0.199   0.45
6.76   -1.3   0.2021   0.459
6.77   -1.35   0.205   0.4678
6.78   -1.4   0.2078   0.4766
6.79   -1.45   0.2104   0.4854
6.8   -1.5   0.2128   0.4941
6.81   -1.55   0.215   0.5028
6.82   -1.6   0.217   0.5114
6.83   -1.65   0.2188   0.52
6.84   -1.7   0.2204   0.5285
6.85   -1.75   0.2218   0.5369
6.86   -1.8   0.2231   0.5454
6.87   -1.85   0.224   0.5537
6.88   -1.9   0.2248   0.562
6.89   -1.95   0.2254   0.5703
6.9   -2   0.2258   0.5784
6.91   -2.05   0.2259   0.5866
6.92   -2.1   0.2258   0.5946
6.93   -2.15   0.2255   0.6026
6.94   -2.2   0.2249   0.6106
6.95   -2.25   0.2241   0.6185
6.96   -2.3   0.2231   0.6263
6.97   -2.35   0.2219   0.6341
6.98   -2.4   0.2204   0.6418
6.99   -2.45   0.2186   0.6494
7   -2.5   0.2167   0.657
7.01   -2.45   0.2144   0.6645
7.02   -2.4   0.2119   0.6719
7.03   -2.35   0.2092   0.6793
7.04   -2.3   0.2063   0.6866
7.05   -2.25   0.2031   0.6938
7.06   -2.2   0.1997   0.701
7.07   -2.15   0.1961   0.7081
7.08   -2.1   0.1923   0.7151
7.09   -2.05   0.1883   0.7221
7.1   -2   0.1841   0.729
7.11   -1.95   0.1797   0.7358
7.12   -1.9   0.1751   0.7425
7.13   -1.85   0.1704   0.7492
7.14   -1.8   0.1655   0.7558
7.15   -1.75   0.1605   0.7623
7.16   -1.7   0.1553   0.7687
7.17   -1.65   0.15   0.7751
7.18   -1.6   0.1445   0.7813
7.19   -1.55   0.139   0.7875
7.2   -1.5   0.1333   0.7937
7.21   -1.45   0.1274   0.7997
7.22   -1.4   0.1215   0.8057
7.23   -1.35   0.1155   0.8116
7.24   -1.3   0.1094   0.8174
7.25   -1.25   0.1032   0.8231
7.26   -1.2   0.09695   0.8287
7.27   -1.15   0.09061   0.8343
7.28   -1.1   0.0842   0.8397
7.29   -1.05   0.07773   0.8451
7.3   -1   0.07121   0.8504
7.31   -0.95   0.06464   0.8557
7.32   -0.9   0.05802   0.8608
7.33   -0.85   0.05138   0.8658
7.34   -0.8   0.0447   0.8708
7.35   -0.75   0.038   0.8757
7.36   -0.7   0.03128   0.8805
7.37   -0.65   0.02455   0.8851
7.38   -0.6   0.01782   0.8898
7.39   -0.55   0.01108   0.8943
7.4   -0.5   0.004355   0.8987
7.41   -0.45   -0.002364   0.903
7.42   -0.4   -0.009065   0.9073
7.43   -0.35   -0.01574   0.9115
7.44   -0.3   -0.0224   0.9155
7.45   -0.25   -0.02901   0.9195
7.46   -0.2   -0.03559   0.9234
7.47   -0.15   -0.04213   0.9272
7.48   -0.1   -0.04862   0.9309
7.49   -0.05   -0.05505   0.9345
7.5   -5.773e-13   -0.06143   0.938
7.51   0.05   -0.06774   0.9414
7.52   0.1   -0.07398   0.9447
7.53   0.15   -0.08014   0.948
7.54   0.2   -0.08623   0.9511
7.55   0.25   -0.09223   0.9542
7.56   0.3   -0.09815   0.9571
7.57   0.35   -0.104   0.9599
7.58   0.4   -0.1097   0.9627
7.59   0.45   -0.1153   0.9654
7.6   0.5   -0.1208   0.9679
7.61   0.55   -0.1262   0.9704
7.62   0.6   -0.1315   0.9728
7.63   0.65   -0.1367   0.975
7.64   0.7   -0.1417   0.9772
7.65   0.75   -0.1466   0.9793
7.66   0.8   -0.1514   0.9812
7.67   0.85   -0.1561   0.9831
7.68   0.9   -0.1606   0.9849
7.69   0.95   -0.1649   0.9866
7.7   1   -0.1691   0.9882
7.71   1.05   -0.1732   0.9897
7.72   1.1   -0.1771   0.991
7.73   1.15   -0.1808   0.9923
7.74   1.2   -0.1843   0.9935
7.75   1.25   -0.1877   0.9946
7.76   1.3   -0.191   0.9956
7.77   1.35   -0.194   0.9965
7.78   1.4   -0.1969   0.9973
7.79   1.45   -0.1996   0.998
7.8   1.5   -0.2021   0.9985
7.81   1.55   -0.2044   0.999
7.82   1.6   -0.2065   0.9994
7.83   1.65   -0.2084   0.9997
7.84   1.7   -0.2101   0.9999
7.85   1.75   -0.2117   1
7.86   1.8   -0.213   1
7.87   1.85   -0.2141   0.9999
7.88   1.9   -0.215   0.9997
7.89   1.95   -0.2156   0.9994
7.9   2   -0.2161   0.9989
7.91   2.05   -0.2163   0.9984
7.92   2.1   -0.2163   0.9978
7.93   2.15   -0.2161   0.9971
7.94   2.2   -0.2157   0.9963
7.95   2.25   -0.215   0.9954
7.96   2.3   -0.2141   0.9944
7.97   2.35   -0.2129   0.9933
7.98   2.4   -0.2116   0.9921
7.99   2.45   -0.2099   0.9908
8   2.5   -0.208   0.9894
8.01   2.45   -0.2059   0.9879
8.02   2.4   -0.2036   0.9863
8.03   2.35   -0.2009   0.9845
8.04   2.3   -0.1981   0.9827
8.05   2.25   -0.195   0.9808
8.06   2.2   -0.1917   0.9789
8.07   2.15   -0.1882   0.9768
8.08   2.1   -0.1845   0.9746
8.09   2.05   -0.1806   0.9723
8.1   2   -0.1765   0.9699
8.11   1.95   -0.1722   0.9674
8.12   1.9   -0.1678   0.9648
8.13   1.85   -0.1631   0.9621
8.14   1.8   -0.1584   0.9594
8.15   1.75   -0.1534   0.9565
8.16   1.7   -0.1483   0.9535
8.17   1.65   -0.1431   0.9505
8.18   1.6   -0.1378   0.9473
8.19   1.55   -0.1323   0.9441
8.2   1.5   -0.1267   0.9407
8.21   1.45   -0.121   0.9373
8.22   1.4   -0.1152   0.9338
8.23   1.35   -0.1092   0.9301
8.24   1.3   -0.1032   0.9264
8.25   1.25   -0.09714   0.9226
8.26   1.2   -0.09097   0.9187
8.27   1.15   -0.08472   0.9147
8.28   1.1   -0.07841   0.9106
8.29   1.05   -0.07204   0.9064
8.3   1   -0.06561   0.9022
8.31   0.95   -0.05913   0.8978
8.32   0.9   -0.05262   0.8934
8.33   0.85   -0.04606   0.8888
8.34   0.8   -0.03948   0.8842
8.35   0.75   -0.03287   0.8795
8.36   0.7   -0.02625   0.8747
8.37   0.65   -0.01961   0.8698
8.38   0.6   -0.01297   0.8648
8.39   0.55   -0.006329   0.8597
8.4   0.5   0.0003092   0.8546
8.41   0.45   0.006936   0.8494
8.42   0.4   0.01355   0.844
8.43   0.35   0.02014   0.8386
8.44   0.3   0.0267   0.8331
8.45   0.25   0.03323   0.8276
8.46   0.2   0.03972   0.8219
8.47   0.15   0.04617   0.8162
8.48   0.1   0.05257   0.8104
8.49   0.05   0.05891   0.8045
8.5   6.839e-13   0.0652   0.7985
8.51   -0.05   0.07142   0.7924
8.52   -0.1   0.07758   0.7863
8.53   -0.15   0.08366   0.7801
8.54   -0.2   0.08966   0.7738
8.55   -0.25   0.09558   0.7674
8.56   -0.3   0.1014   0.761
8.57   -0.35   0.1071   0.7544
8.58   -0.4   0.1128   0.7478
8.59   -0.45   0.1183   0.7411
8.6   -0.5   0.1238   0.7344
8.61   -0.55   0.1291   0.7276
8.62   -0.6   0.1343   0.7207
8.63   -0.65   0.1394   0.7137
8.64   -0.7   0.1443   0.7067
8.65   -0.75   0.1492   0.6996
8.66   -0.8   0.1539   0.6924
8.67   -0.85   0.1584   0.6851
8.68   -0.9   0.1628   0.6778
8.69   -0.95   0.1671   0.6704
8.7   -1   0.1712   0.663
8.71   -1.05   0.1752   0.6554
8.72   -1.1   0.179   0.6479
8.73   -1.15   0.1827   0.6402
8.74   -1.2   0.1862   0.6325
8.75   -1.25   0.1895   0.6247
8.76   -1.3   0.1927   0.6169
8.77   -1.35   0.1956   0.609
8.78   -1.4   0.1984   0.601
8.79   -1.45   0.2011   0.593
8.8   -1.5   0.2035   0.5849
8.81   -1.55   0.2057   0.5768
8.82   -1.6   0.2078   0.5686
8.83   -1.65   0.2096   0.5603
8.84   -1.7   0.2113   0.552
8.85   -1.75   0.2127   0.5436
8.86   -1.8   0.214   0.5352
8.87   -1.85   0.215   0.5268
8.88   -1.9   0.2158   0.5182
8.89   -1.95   0.2164   0.5097
8.9   -2   0.2168   0.501
8.91   -2.05   0.217   0.4923
8.92   -2.1   0.2169   0.4836
8.93   -2.15   0.2167   0.4748
8.94   -2.2   0.2162   0.466
8.95   -2.25   0.2154   0.4571
8.96   -2.3   0.2144   0.4482
8.97   -2.35   0.2132   0.4393
8.98   -2.4   0.2118   0.4303
8.99   -2.45   0.2101   0.4212
9   -2.5   0.2082   0.4121
9.01   -2.45   0.206   0.403
9.02   -2.4   0.2035   0.3938
9.03   -2.35   0.2009   0.3846
9.04   -2.3   0.198   0.3754
9.05   -2.25   0.1948   0.3661
9.06   -2.2   0.1915   0.3567
9.07   -2.15   0.1879   0.3474
9.08   -2.1   0.1841   0.338
9.09   -2.05   0.1802   0.3286
9.1   -2   0.176   0.3191
9.11   -1.95   0.1717   0.3096
9.12   -1.9   0.1672   0.3001
9.13   -1.85   0.1625   0.2905
9.14   -1.8   0.1577   0.2809
9.15   -1.75   0.1527   0.2713
9.16   -1.7   0.1476   0.2617
9.17   -1.65   0.1423   0.252
9.18   -1.6   0.1369   0.2423
9.19   -1.55   0.1314   0.2326
9.2   -1.5   0.1257   0.2229
9.21   -1.45   0.12   0.2131
9.22   -1.4   0.1141   0.2033
9.23   -1.35   0.1081   0.1935
9.24   -1.3   0.1021   0.1837
9.25   -1.25   0.09594   0.1739
9.26   -1.2   0.08973   0.164
9.27   -1.15   0.08343   0.1542
9.28   -1.1   0.07708   0.1443
9.29   -1.05   0.07066   0.1344
9.3   -1   0.06419   0.1245
9.31   -0.95   0.05768   0.1145
9.32   -0.9   0.05112   0.1046
9.33   -0.85   0.04452   0.09464
9.34   -0.8   0.0379   0.08468
9.35   -0.75   0.03126   0.07471
9.36   -0.7   0.02459   0.06473
9.37   -0.65   0.01792   0.05475
9.38   -0.6   0.01124   0.04476
9.39   -0.55   0.004557   0.03477
9.4   -0.5   -0.002118   0.02478
9.41   -0.45   -0.008781   0.01478
9.42   -0.4   -0.01543   0.004778
9.43   -0.35   -0.02205   -0.005222
9.44   -0.3   -0.02865   -0.01522
9.45   -0.25   -0.03521   -0.02522
9.46   -0.2   -0.04174   -0.03521
9.47   -0.15   -0.04822   -0.04521
9.48   -0.1   -0.05465   -0.05519
9.49   -0.05   -0.06103   -0.06518
9.5   -7.905e-13   -0.06735   -0.07515
9.51   0.05   -0.0736   -0.08512
9.52   0.1   -0.07979   -0.09508
9.53   0.15   -0.0859   -0.105
9.54   0.2   -0.09193   -0.115
9.55   0.25   -0.09788   -0.1249
9.56   0.3   -0.1037   -0.1348
9.57   0.35   -0.1095   -0.1447
9.58   0.4   -0.1152   -0.1546
9.59   0.45   -0.1207   -0.1645
9.6   0.5   -0.1262   -0.1743
9.61   0.55   -0.1315   -0.1842
9.62   0.6   -0.1368   -0.194
9.63   0.65   -0.1419   -0.2038
9.64   0.7   -0.1469   -0.2136
9.65   0.75   -0.1517   -0.2233
9.66   0.8   -0.1564   -0.2331
9.67   0.85   -0.161   -0.2428
9.68   0.9   -0.1655   -0.2525
9.69   0.95   -0.1698   -0.2621
9.7   1   -0.1739   -0.2718
9.71   1.05   -0.1779   -0.2814
9.72   1.1   -0.1818   -0.291
9.73   1.15   -0.1854   -0.3005
9.74   1.2   -0.1889   -0.31
9.75   1.25   -0.1923   -0.3195
9.76   1.3   -0.1955   -0.329
9.77   1.35   -0.1984   -0.3384
9.78   1.4   -0.2013   -0.3478
9.79   1.45   -0.2039   -0.3572
9.8   1.5   -0.2063   -0.3665
9.81   1.55   -0.2086   -0.3758
9.82   1.6   -0.2107   -0.385
9.83   1.65   -0.2125   -0.3942
9.84   1.7   -0.2142   -0.4034
9.85   1.75   -0.2157   -0.4125
9.86   1.8   -0.2169   -0.4216
9.87   1.85   -0.218   -0.4307
9.88   1.9   -0.2188   -0.4397
9.89   1.95   -0.2194   -0.4486
9.9   2   -0.2198   -0.4575
9.91   2.05   -0.22   -0.4664
9.92   2.1   -0.22   -0.4752
9.93   2.15   -0.2197   -0.484
9.94   2.2   -0.2192   -0.4927
9.95   2.25   -0.2185   -0.5014
9.96   2.3   -0.2175   -0.51
9.97   2.35   -0.2163   -0.5186
9.98   2.4   -0.2149   -0.5271
9.99   2.45   -0.2132   -0.5356
10   2.5   -0.2113   -0.544
10.01   2.45   -0.2091   -0.5524
