#Premier Ordre :
#1 - Exemple 1
#2 - Circuit A
#3 - Circuit B
#Deuxième Ordre :
#4 - Exemple 2
#5 - Circuit C
#6 - Circuit D
#Choisir la source ?
#1 - Echelon
#2 - Porte
#3 - Carre
#4 - Triangle
#5 - Rampe f(t)=-3*t (Exemple1)
#6 - Nulle (Exemple 2)
#Choix des valeurs pour le circuit suivant :
#_____/\/\/\____|\______________  
#|      Rd      |/       |     |
#|                 D     /    _|_
#E                     R \    --- C 
#|                       /     |
#|_______________________|_____|
#Valeur de Rd (Ohm) : 
#Valeur de R (Ohm) : 
#Valeur de C (Farad) : 
#Temps   Ve   Vs   Vd
#Diode passante
8.43   0   1.205   3.071
8.44   0   1.175   3.009
8.45   0   1.145   2.949
8.46   0   1.116   2.89
8.47   0   1.088   2.832
8.48   0   1.06   2.776
8.49   0   1.033   2.72
8.5   0   1.006   2.666
8.51   0   0.9801   2.612
8.52   0   0.9545   2.56
8.53   0   0.9294   2.509
8.54   0   0.9048   2.459
8.55   0   0.8807   2.41
8.56   0   0.8571   2.361
8.57   0   0.8339   2.314
8.58   0   0.8113   2.268
8.59   0   0.789   2.223
8.6   0   0.7673   2.178
8.61   0   0.7459   2.135
8.62   0   0.725   2.092
8.63   0   0.7045   2.05
8.64   0   0.6844   2.009
8.65   0   0.6647   1.969
8.66   0   0.6454   1.929
8.67   0   0.6265   1.891
8.68   0   0.608   1.853
8.69   0   0.5898   1.816
8.7   0   0.572   1.78
8.71   0   0.5546   1.744
8.72   0   0.5375   1.709
8.73   0   0.5207   1.675
8.74   0   0.5043   1.641
8.75   0   0.4882   1.609
8.76   0   0.4725   1.576
8.77   0   0.457   1.545
8.78   0   0.4419   1.514
8.79   0   0.427   1.484
8.8   0   0.4125   1.454
8.81   0   0.3983   1.425
8.82   0   0.3843   1.397
8.83   0   0.3706   1.369
8.84   0   0.3572   1.341
8.85   0   0.344   1.314
8.86   0   0.3312   1.288
8.87   0   0.3185   1.262
8.88   0   0.3062   1.237
8.89   0   0.2941   1.212
8.9   0   0.2822   1.188
8.91   0   0.2705   1.164
8.92   0   0.2591   1.141
8.93   0   0.2479   1.118
8.94   0   0.237   1.096
8.95   0   0.2262   1.074
8.96   0   0.2157   1.052
8.97   0   0.2054   1.031
8.98   0   0.1953   1.011
8.99   0   0.1854   0.9906
9   0   0.1757   0.9708
9.01   5   0.1662   5.951
9.02   5   0.2068   0.9323
9.03   5   0.2467   1.014
9.04   5   0.2858   1.093
9.05   5   0.3241   1.172
9.06   5   0.3616   1.248
9.07   5   0.3983   1.323
9.08   5   0.4344   1.397
9.09   5   0.4697   1.469
9.1   5   0.5043   1.539
9.11   5   0.5382   1.609
9.12   5   0.5714   1.676
9.13   5   0.604   1.743
9.14   5   0.6359   1.808
9.15   5   0.6672   1.872
9.16   5   0.6979   1.934
9.17   5   0.7279   1.996
9.18   5   0.7574   2.056
9.19   5   0.7862   2.115
9.2   5   0.8145   2.172
9.21   5   0.8422   2.229
9.22   5   0.8693   2.284
9.23   5   0.896   2.339
9.24   5   0.922   2.392
9.25   5   0.9476   2.444
9.26   5   0.9727   2.495
9.27   5   0.9972   2.545
9.28   5   1.021   2.594
9.29   5   1.045   2.643
9.3   5   1.068   2.69
9.31   5   1.091   2.736
9.32   5   1.113   2.781
9.33   5   1.135   2.826
9.34   5   1.156   2.869
9.35   5   1.177   2.912
9.36   5   1.197   2.953
9.37   5   1.217   2.994
9.38   5   1.237   3.034
9.39   5   1.256   3.074
9.4   5   1.275   3.112
9.41   5   1.294   3.15
9.42   5   1.312   3.187
9.43   5   1.329   3.223
9.44   5   1.347   3.259
9.45   5   1.364   3.294
9.46   5   1.381   3.328
9.47   5   1.397   3.361
9.48   5   1.413   3.394
9.49   5   1.429   3.426
9.5   5   1.444   3.458
9.51   5   1.459   3.488
9.52   5   1.474   3.519
9.53   5   1.489   3.548
9.54   5   1.503   3.577
9.55   5   1.517   3.606
9.56   5   1.531   3.634
9.57   5   1.544   3.661
9.58   5   1.557   3.688
9.59   5   1.57   3.714
9.6   5   1.582   3.74
9.61   5   1.595   3.765
9.62   5   1.607   3.79
9.63   5   1.619   3.814
9.64   5   1.63   3.838
9.65   5   1.642   3.861
9.66   5   1.653   3.884
9.67   5   1.664   3.906
9.68   5   1.675   3.928
9.69   5   1.685   3.949
9.7   5   1.695   3.97
9.71   5   1.706   3.991
9.72   5   1.715   4.011
9.73   5   1.725   4.031
9.74   5   1.735   4.05
9.75   5   1.744   4.069
9.76   5   1.753   4.088
9.77   5   1.762   4.106
9.78   5   1.771   4.124
9.79   5   1.779   4.141
9.8   5   1.788   4.159
9.81   5   1.796   4.175
9.82   5   1.804   4.192
9.83   5   1.812   4.208
9.84   5   1.82   4.224
9.85   5   1.827   4.239
9.86   5   1.835   4.255
9.87   5   1.842   4.27
9.88   5   1.849   4.284
9.89   5   1.856   4.299
9.9   5   1.863   4.313
9.91   5   1.87   4.326
9.92   5   1.876   4.34
9.93   5   1.883   4.353
9.94   5   1.889   4.366
9.95   5   1.896   4.379
9.96   5   1.902   4.391
9.97   5   1.908   4.403
9.98   5   1.913   4.415
9.99   5   1.919   4.427
10   5   1.925   4.438
10.01   5   1.93   4.45
