#Premier Ordre :
#1 - Exemple 1
#2 - Circuit A
#3 - Circuit B
#Deuxième Ordre :
#4 - Exemple 2
#5 - Circuit C
#6 - Circuit D
#Choisir la source ?
#1 - Echelon
#2 - Porte
#3 - Carre
#4 - Triangle
#5 - Rampe f(t)=-3*t (Exemple1)
#6 - Nulle (Exemple 2)
#Choix des valeurs pour le circuit suivant :
#_____/\/\/\____|\______________  
#|      Rd      |/       |     |
#|                 D     /    _|_
#E                     R \    --- C 
#|                       /     |
#|_______________________|_____|
#Valeur de Rd (Ohm) : 
#Valeur de R (Ohm) : 
#Valeur de C (Farad) : 
#Temps   Ve   Vs   Vd
#Diode passante
2.12   5   1.966   4.522
2.13   5   1.971   4.532
2.14   5   1.975   4.541
2.15   5   1.98   4.55
2.16   5   1.984   4.559
2.17   5   1.988   4.568
2.18   5   1.993   4.577
2.19   5   1.997   4.585
2.2   5   2.001   4.593
2.21   5   2.005   4.602
2.22   5   2.009   4.61
2.23   5   2.013   4.617
2.24   5   2.016   4.625
2.25   5   2.02   4.633
2.26   5   2.024   4.64
2.27   5   2.027   4.647
2.28   5   2.031   4.654
2.29   5   2.034   4.661
2.3   5   2.037   4.668
2.31   5   2.04   4.674
2.32   5   2.044   4.681
2.33   5   2.047   4.687
2.34   5   2.05   4.694
2.35   5   2.053   4.7
2.36   5   2.056   4.706
2.37   5   2.059   4.712
2.38   5   2.062   4.717
2.39   5   2.064   4.723
2.4   5   2.067   4.729
2.41   5   2.07   4.734
2.42   5   2.072   4.739
2.43   5   2.075   4.745
2.44   5   2.077   4.75
2.45   5   2.08   4.755
2.46   5   2.082   4.76
2.47   5   2.085   4.764
2.48   5   2.087   4.769
2.49   5   2.089   4.774
2.5   5   2.091   4.778
2.51   5   2.094   4.783
2.52   5   2.096   4.787
2.53   5   2.098   4.791
2.54   5   2.1   4.795
2.55   5   2.102   4.8
2.56   5   2.104   4.804
2.57   5   2.106   4.807
2.58   5   2.108   4.811
2.59   5   2.109   4.815
2.6   5   2.111   4.819
2.61   5   2.113   4.822
2.62   5   2.115   4.826
2.63   5   2.116   4.829
2.64   5   2.118   4.833
2.65   5   2.12   4.836
2.66   5   2.121   4.839
2.67   5   2.123   4.843
2.68   5   2.124   4.846
2.69   5   2.126   4.849
2.7   5   2.127   4.852
2.71   5   2.129   4.855
2.72   5   2.13   4.858
2.73   5   2.132   4.861
2.74   5   2.133   4.863
2.75   5   2.134   4.866
2.76   5   2.136   4.869
2.77   5   2.137   4.871
2.78   5   2.138   4.874
2.79   5   2.14   4.877
2.8   5   2.141   4.879
2.81   5   2.142   4.881
2.82   5   2.143   4.884
2.83   5   2.144   4.886
2.84   5   2.145   4.888
2.85   5   2.146   4.891
2.86   5   2.147   4.893
2.87   5   2.149   4.895
2.88   5   2.15   4.897
2.89   5   2.151   4.899
2.9   5   2.152   4.901
2.91   5   2.153   4.903
2.92   5   2.153   4.905
2.93   5   2.154   4.907
2.94   5   2.155   4.909
2.95   5   2.156   4.911
2.96   5   2.157   4.912
2.97   5   2.158   4.914
2.98   5   2.159   4.916
2.99   5   2.16   4.918
3   5   2.16   4.919
3.01   0   2.161   -0.07914
#Diode bloquee
3.02   0   2.14   2.161
#Diode passante
3.03   0   2.091   4.879
3.04   0   2.043   4.782
3.05   0   1.996   4.686
3.06   0   1.95   4.592
3.07   0   1.905   4.5
3.08   0   1.861   4.41
3.09   0   1.818   4.322
3.1   0   1.776   4.236
3.11   0   1.734   4.151
3.12   0   1.693   4.068
3.13   0   1.653   3.987
3.14   0   1.614   3.907
3.15   0   1.576   3.829
3.16   0   1.539   3.752
3.17   0   1.502   3.677
3.18   0   1.466   3.604
3.19   0   1.43   3.532
3.2   0   1.396   3.461
3.21   0   1.362   3.392
3.22   0   1.329   3.324
3.23   0   1.296   3.257
3.24   0   1.264   3.192
3.25   0   1.233   3.128
3.26   0   1.202   3.066
3.27   0   1.172   3.005
3.28   0   1.143   2.944
3.29   0   1.114   2.886
3.3   0   1.086   2.828
3.31   0   1.058   2.771
3.32   0   1.031   2.716
3.33   0   1.004   2.662
3.34   0   0.9781   2.608
3.35   0   0.9525   2.556
3.36   0   0.9275   2.505
3.37   0   0.9029   2.455
3.38   0   0.8789   2.406
3.39   0   0.8553   2.358
3.4   0   0.8322   2.311
3.41   0   0.8095   2.264
3.42   0   0.7873   2.219
3.43   0   0.7656   2.175
3.44   0   0.7443   2.131
3.45   0   0.7234   2.089
3.46   0   0.7029   2.047
3.47   0   0.6829   2.006
3.48   0   0.6632   1.966
3.49   0   0.6439   1.926
3.5   0   0.6251   1.888
3.51   0   0.6066   1.85
3.52   0   0.5884   1.813
3.53   0   0.5707   1.777
3.54   0   0.5532   1.741
3.55   0   0.5362   1.706
3.56   0   0.5195   1.672
3.57   0   0.5031   1.639
3.58   0   0.487   1.606
3.59   0   0.4713   1.574
3.6   0   0.4558   1.543
3.61   0   0.4407   1.512
3.62   0   0.4259   1.481
3.63   0   0.4114   1.452
3.64   0   0.3972   1.423
3.65   0   0.3832   1.394
3.66   0   0.3696   1.366
3.67   0   0.3562   1.339
3.68   0   0.343   1.312
3.69   0   0.3302   1.286
3.7   0   0.3176   1.26
3.71   0   0.3052   1.235
3.72   0   0.2931   1.21
3.73   0   0.2813   1.186
3.74   0   0.2696   1.163
3.75   0   0.2582   1.139
3.76   0   0.2471   1.116
3.77   0   0.2361   1.094
3.78   0   0.2254   1.072
3.79   0   0.2149   1.051
3.8   0   0.2046   1.03
3.81   0   0.1945   1.009
3.82   0   0.1846   0.989
3.83   0   0.1749   0.9693
3.84   0   0.1654   0.9499
3.85   0   0.1561   0.9309
3.86   0   0.147   0.9123
3.87   0   0.1381   0.894
3.88   0   0.1293   0.8761
3.89   0   0.1207   0.8586
3.9   0   0.1123   0.8414
3.91   0   0.1041   0.8246
3.92   0   0.09597   0.8081
3.93   0   0.08805   0.7919
3.94   0   0.08029   0.7761
3.95   0   0.07269   0.7606
3.96   0   0.06523   0.7454
3.97   0   0.05793   0.7305
3.98   0   0.05077   0.7159
3.99   0   0.04376   0.7015
4   0   0.03688   0.6875
4.01   0   0.03014   0.6738
4.02   0   0.02354   0.6603
4.03   0   0.01707   0.6471
4.04   0   0.01073   0.6341
4.05   0   0.004513   0.6215
4.06   0   -0.001577   0.609
4.07   0   -0.007546   0.5968
#Diode bloquee
4.08   0   -0.00747   -0.007546
4.09   0   -0.007395   -0.00747
4.1   0   -0.007321   -0.007395
4.11   0   -0.007248   -0.007321
4.12   0   -0.007176   -0.007248
4.13   0   -0.007104   -0.007176
4.14   0   -0.007033   -0.007104
4.15   0   -0.006963   -0.007033
4.16   0   -0.006893   -0.006963
4.17   0   -0.006824   -0.006893
4.18   0   -0.006756   -0.006824
4.19   0   -0.006688   -0.006756
4.2   0   -0.006621   -0.006688
4.21   0   -0.006555   -0.006621
4.22   0   -0.00649   -0.006555
4.23   0   -0.006425   -0.00649
4.24   0   -0.00636   -0.006425
4.25   0   -0.006297   -0.00636
4.26   0   -0.006234   -0.006297
4.27   0   -0.006172   -0.006234
4.28   0   -0.00611   -0.006172
4.29   0   -0.006049   -0.00611
4.3   0   -0.005988   -0.006049
4.31   0   -0.005928   -0.005988
4.32   0   -0.005869   -0.005928
4.33   0   -0.00581   -0.005869
4.34   0   -0.005752   -0.00581
4.35   0   -0.005695   -0.005752
4.36   0   -0.005638   -0.005695
4.37   0   -0.005581   -0.005638
4.38   0   -0.005526   -0.005581
4.39   0   -0.00547   -0.005526
4.4   0   -0.005416   -0.00547
4.41   0   -0.005362   -0.005416
4.42   0   -0.005308   -0.005362
4.43   0   -0.005255   -0.005308
4.44   0   -0.005202   -0.005255
4.45   0   -0.00515   -0.005202
4.46   0   -0.005099   -0.00515
4.47   0   -0.005048   -0.005099
4.48   0   -0.004997   -0.005048
4.49   0   -0.004947   -0.004997
4.5   0   -0.004898   -0.004947
4.51   0   -0.004849   -0.004898
4.52   0   -0.0048   -0.004849
4.53   0   -0.004752   -0.0048
4.54   0   -0.004705   -0.004752
4.55   0   -0.004658   -0.004705
4.56   0   -0.004611   -0.004658
4.57   0   -0.004565   -0.004611
4.58   0   -0.004519   -0.004565
4.59   0   -0.004474   -0.004519
4.6   0   -0.00443   -0.004474
4.61   0   -0.004385   -0.00443
4.62   0   -0.004341   -0.004385
4.63   0   -0.004298   -0.004341
4.64   0   -0.004255   -0.004298
4.65   0   -0.004212   -0.004255
4.66   0   -0.00417   -0.004212
4.67   0   -0.004129   -0.00417
4.68   0   -0.004087   -0.004129
4.69   0   -0.004046   -0.004087
4.7   0   -0.004006   -0.004046
4.71   0   -0.003966   -0.004006
4.72   0   -0.003926   -0.003966
4.73   0   -0.003887   -0.003926
4.74   0   -0.003848   -0.003887
4.75   0   -0.00381   -0.003848
4.76   0   -0.003772   -0.00381
4.77   0   -0.003734   -0.003772
4.78   0   -0.003697   -0.003734
4.79   0   -0.00366   -0.003697
4.8   0   -0.003623   -0.00366
4.81   0   -0.003587   -0.003623
4.82   0   -0.003551   -0.003587
4.83   0   -0.003515   -0.003551
4.84   0   -0.00348   -0.003515
4.85   0   -0.003445   -0.00348
4.86   0   -0.003411   -0.003445
4.87   0   -0.003377   -0.003411
4.88   0   -0.003343   -0.003377
4.89   0   -0.00331   -0.003343
4.9   0   -0.003277   -0.00331
4.91   0   -0.003244   -0.003277
4.92   0   -0.003211   -0.003244
4.93   0   -0.003179   -0.003211
4.94   0   -0.003147   -0.003179
4.95   0   -0.003116   -0.003147
4.96   0   -0.003085   -0.003116
4.97   0   -0.003054   -0.003085
4.98   0   -0.003023   -0.003054
4.99   0   -0.002993   -0.003023
5   0   -0.002963   -0.002993
5.01   0   -0.002934   -0.002963
5.02   0   -0.002904   -0.002934
5.03   0   -0.002875   -0.002904
5.04   0   -0.002846   -0.002875
5.05   0   -0.002818   -0.002846
5.06   0   -0.00279   -0.002818
5.07   0   -0.002762   -0.00279
5.08   0   -0.002734   -0.002762
5.09   0   -0.002707   -0.002734
5.1   0   -0.00268   -0.002707
5.11   0   -0.002653   -0.00268
5.12   0   -0.002627   -0.002653
5.13   0   -0.0026   -0.002627
5.14   0   -0.002574   -0.0026
5.15   0   -0.002549   -0.002574
5.16   0   -0.002523   -0.002549
5.17   0   -0.002498   -0.002523
5.18   0   -0.002473   -0.002498
5.19   0   -0.002448   -0.002473
5.2   0   -0.002424   -0.002448
5.21   0   -0.002399   -0.002424
5.22   0   -0.002375   -0.002399
5.23   0   -0.002352   -0.002375
5.24   0   -0.002328   -0.002352
5.25   0   -0.002305   -0.002328
5.26   0   -0.002282   -0.002305
5.27   0   -0.002259   -0.002282
5.28   0   -0.002236   -0.002259
5.29   0   -0.002214   -0.002236
5.3   0   -0.002192   -0.002214
5.31   0   -0.00217   -0.002192
5.32   0   -0.002148   -0.00217
5.33   0   -0.002127   -0.002148
5.34   0   -0.002106   -0.002127
5.35   0   -0.002084   -0.002106
5.36   0   -0.002064   -0.002084
5.37   0   -0.002043   -0.002064
5.38   0   -0.002023   -0.002043
5.39   0   -0.002002   -0.002023
5.4   0   -0.001982   -0.002002
5.41   0   -0.001962   -0.001982
5.42   0   -0.001943   -0.001962
5.43   0   -0.001923   -0.001943
5.44   0   -0.001904   -0.001923
5.45   0   -0.001885   -0.001904
5.46   0   -0.001866   -0.001885
5.47   0   -0.001848   -0.001866
5.48   0   -0.001829   -0.001848
5.49   0   -0.001811   -0.001829
5.5   0   -0.001793   -0.001811
5.51   0   -0.001775   -0.001793
5.52   0   -0.001757   -0.001775
5.53   0   -0.00174   -0.001757
5.54   0   -0.001722   -0.00174
5.55   0   -0.001705   -0.001722
5.56   0   -0.001688   -0.001705
5.57   0   -0.001671   -0.001688
5.58   0   -0.001654   -0.001671
5.59   0   -0.001638   -0.001654
5.6   0   -0.001621   -0.001638
5.61   0   -0.001605   -0.001621
5.62   0   -0.001589   -0.001605
5.63   0   -0.001573   -0.001589
5.64   0   -0.001557   -0.001573
5.65   0   -0.001542   -0.001557
5.66   0   -0.001526   -0.001542
5.67   0   -0.001511   -0.001526
5.68   0   -0.001496   -0.001511
5.69   0   -0.001481   -0.001496
5.7   0   -0.001466   -0.001481
5.71   0   -0.001452   -0.001466
5.72   0   -0.001437   -0.001452
5.73   0   -0.001423   -0.001437
5.74   0   -0.001409   -0.001423
5.75   0   -0.001394   -0.001409
5.76   0   -0.001381   -0.001394
5.77   0   -0.001367   -0.001381
5.78   0   -0.001353   -0.001367
5.79   0   -0.00134   -0.001353
5.8   0   -0.001326   -0.00134
5.81   0   -0.001313   -0.001326
5.82   0   -0.0013   -0.001313
5.83   0   -0.001287   -0.0013
5.84   0   -0.001274   -0.001287
5.85   0   -0.001261   -0.001274
5.86   0   -0.001249   -0.001261
5.87   0   -0.001236   -0.001249
5.88   0   -0.001224   -0.001236
5.89   0   -0.001211   -0.001224
5.9   0   -0.001199   -0.001211
5.91   0   -0.001187   -0.001199
5.92   0   -0.001175   -0.001187
5.93   0   -0.001164   -0.001175
5.94   0   -0.001152   -0.001164
5.95   0   -0.001141   -0.001152
5.96   0   -0.001129   -0.001141
5.97   0   -0.001118   -0.001129
5.98   0   -0.001107   -0.001118
5.99   0   -0.001096   -0.001107
6   0   -0.001085   -0.001096
6.01   0   -0.001074   -0.001085
6.02   0   -0.001063   -0.001074
6.03   0   -0.001052   -0.001063
6.04   0   -0.001042   -0.001052
6.05   0   -0.001031   -0.001042
6.06   0   -0.001021   -0.001031
6.07   0   -0.001011   -0.001021
6.08   0   -0.001001   -0.001011
6.09   0   -0.0009908   -0.001001
6.1   0   -0.0009809   -0.0009908
6.11   0   -0.0009711   -0.0009809
6.12   0   -0.0009614   -0.0009711
6.13   0   -0.0009518   -0.0009614
6.14   0   -0.0009423   -0.0009518
6.15   0   -0.0009329   -0.0009423
6.16   0   -0.0009235   -0.0009329
6.17   0   -0.0009143   -0.0009235
6.18   0   -0.0009051   -0.0009143
6.19   0   -0.0008961   -0.0009051
6.2   0   -0.0008871   -0.0008961
6.21   0   -0.0008783   -0.0008871
6.22   0   -0.0008695   -0.0008783
6.23   0   -0.0008608   -0.0008695
6.24   0   -0.0008522   -0.0008608
6.25   0   -0.0008437   -0.0008522
6.26   0   -0.0008352   -0.0008437
6.27   0   -0.0008269   -0.0008352
6.28   0   -0.0008186   -0.0008269
6.29   0   -0.0008104   -0.0008186
6.3   0   -0.0008023   -0.0008104
6.31   0   -0.0007943   -0.0008023
6.32   0   -0.0007863   -0.0007943
6.33   0   -0.0007785   -0.0007863
6.34   0   -0.0007707   -0.0007785
6.35   0   -0.000763   -0.0007707
6.36   0   -0.0007554   -0.000763
6.37   0   -0.0007478   -0.0007554
6.38   0   -0.0007403   -0.0007478
6.39   0   -0.0007329   -0.0007403
6.4   0   -0.0007256   -0.0007329
6.41   0   -0.0007183   -0.0007256
6.42   0   -0.0007112   -0.0007183
6.43   0   -0.000704   -0.0007112
6.44   0   -0.000697   -0.000704
6.45   0   -0.00069   -0.000697
6.46   0   -0.0006831   -0.00069
6.47   0   -0.0006763   -0.0006831
6.48   0   -0.0006695   -0.0006763
6.49   0   -0.0006628   -0.0006695
6.5   0   -0.0006562   -0.0006628
6.51   0   -0.0006497   -0.0006562
6.52   0   -0.0006432   -0.0006497
6.53   0   -0.0006367   -0.0006432
6.54   0   -0.0006304   -0.0006367
6.55   0   -0.0006241   -0.0006304
6.56   0   -0.0006178   -0.0006241
6.57   0   -0.0006116   -0.0006178
6.58   0   -0.0006055   -0.0006116
6.59   0   -0.0005995   -0.0006055
6.6   0   -0.0005935   -0.0005995
6.61   0   -0.0005875   -0.0005935
6.62   0   -0.0005817   -0.0005875
6.63   0   -0.0005758   -0.0005817
6.64   0   -0.0005701   -0.0005758
6.65   0   -0.0005644   -0.0005701
6.66   0   -0.0005587   -0.0005644
6.67   0   -0.0005531   -0.0005587
6.68   0   -0.0005476   -0.0005531
6.69   0   -0.0005421   -0.0005476
6.7   0   -0.0005367   -0.0005421
6.71   0   -0.0005314   -0.0005367
6.72   0   -0.000526   -0.0005314
6.73   0   -0.0005208   -0.000526
6.74   0   -0.0005156   -0.0005208
6.75   0   -0.0005104   -0.0005156
6.76   0   -0.0005053   -0.0005104
6.77   0   -0.0005003   -0.0005053
6.78   0   -0.0004953   -0.0005003
6.79   0   -0.0004903   -0.0004953
6.8   0   -0.0004854   -0.0004903
6.81   0   -0.0004805   -0.0004854
6.82   0   -0.0004757   -0.0004805
6.83   0   -0.000471   -0.0004757
6.84   0   -0.0004663   -0.000471
6.85   0   -0.0004616   -0.0004663
6.86   0   -0.000457   -0.0004616
6.87   0   -0.0004524   -0.000457
6.88   0   -0.0004479   -0.0004524
6.89   0   -0.0004434   -0.0004479
6.9   0   -0.000439   -0.0004434
6.91   0   -0.0004346   -0.000439
6.92   0   -0.0004303   -0.0004346
6.93   0   -0.0004259   -0.0004303
6.94   0   -0.0004217   -0.0004259
6.95   0   -0.0004175   -0.0004217
6.96   0   -0.0004133   -0.0004175
6.97   0   -0.0004092   -0.0004133
6.98   0   -0.0004051   -0.0004092
6.99   0   -0.000401   -0.0004051
7   0   -0.000397   -0.000401
7.01   0   -0.000393   -0.000397
7.02   0   -0.0003891   -0.000393
7.03   0   -0.0003852   -0.0003891
7.04   0   -0.0003814   -0.0003852
7.05   0   -0.0003776   -0.0003814
7.06   0   -0.0003738   -0.0003776
7.07   0   -0.00037   -0.0003738
7.08   0   -0.0003663   -0.00037
7.09   0   -0.0003627   -0.0003663
7.1   0   -0.0003591   -0.0003627
7.11   0   -0.0003555   -0.0003591
7.12   0   -0.0003519   -0.0003555
7.13   0   -0.0003484   -0.0003519
7.14   0   -0.0003449   -0.0003484
7.15   0   -0.0003415   -0.0003449
7.16   0   -0.000338   -0.0003415
7.17   0   -0.0003347   -0.000338
7.18   0   -0.0003313   -0.0003347
7.19   0   -0.000328   -0.0003313
7.2   0   -0.0003247   -0.000328
7.21   0   -0.0003215   -0.0003247
7.22   0   -0.0003183   -0.0003215
7.23   0   -0.0003151   -0.0003183
7.24   0   -0.0003119   -0.0003151
7.25   0   -0.0003088   -0.0003119
7.26   0   -0.0003057   -0.0003088
7.27   0   -0.0003027   -0.0003057
7.28   0   -0.0002996   -0.0003027
7.29   0   -0.0002966   -0.0002996
7.3   0   -0.0002937   -0.0002966
7.31   0   -0.0002907   -0.0002937
7.32   0   -0.0002878   -0.0002907
7.33   0   -0.0002849   -0.0002878
7.34   0   -0.0002821   -0.0002849
7.35   0   -0.0002793   -0.0002821
7.36   0   -0.0002765   -0.0002793
7.37   0   -0.0002737   -0.0002765
7.38   0   -0.000271   -0.0002737
7.39   0   -0.0002683   -0.000271
7.4   0   -0.0002656   -0.0002683
7.41   0   -0.0002629   -0.0002656
7.42   0   -0.0002603   -0.0002629
7.43   0   -0.0002577   -0.0002603
7.44   0   -0.0002551   -0.0002577
7.45   0   -0.0002526   -0.0002551
7.46   0   -0.00025   -0.0002526
7.47   0   -0.0002475   -0.00025
7.48   0   -0.0002451   -0.0002475
7.49   0   -0.0002426   -0.0002451
7.5   0   -0.0002402   -0.0002426
7.51   0   -0.0002378   -0.0002402
7.52   0   -0.0002354   -0.0002378
7.53   0   -0.0002331   -0.0002354
7.54   0   -0.0002307   -0.0002331
7.55   0   -0.0002284   -0.0002307
7.56   0   -0.0002261   -0.0002284
7.57   0   -0.0002239   -0.0002261
7.58   0   -0.0002216   -0.0002239
7.59   0   -0.0002194   -0.0002216
7.6   0   -0.0002172   -0.0002194
7.61   0   -0.0002151   -0.0002172
7.62   0   -0.0002129   -0.0002151
7.63   0   -0.0002108   -0.0002129
7.64   0   -0.0002087   -0.0002108
7.65   0   -0.0002066   -0.0002087
7.66   0   -0.0002045   -0.0002066
7.67   0   -0.0002025   -0.0002045
7.68   0   -0.0002004   -0.0002025
7.69   0   -0.0001984   -0.0002004
7.7   0   -0.0001965   -0.0001984
7.71   0   -0.0001945   -0.0001965
7.72   0   -0.0001925   -0.0001945
7.73   0   -0.0001906   -0.0001925
7.74   0   -0.0001887   -0.0001906
7.75   0   -0.0001868   -0.0001887
7.76   0   -0.000185   -0.0001868
7.77   0   -0.0001831   -0.000185
7.78   0   -0.0001813   -0.0001831
7.79   0   -0.0001795   -0.0001813
7.8   0   -0.0001777   -0.0001795
7.81   0   -0.0001759   -0.0001777
7.82   0   -0.0001741   -0.0001759
