#Premier Ordre :
#1 - Exemple 1
#2 - Circuit A
#3 - Circuit B
#Deuxième Ordre :
#4 - Exemple 2
#5 - Circuit C
#6 - Circuit D
#Choisir la source ?
#1 - Echelon
#2 - Porte
#3 - Carre
#4 - Triangle
#5 - Rampe f(t)=-3*t (Exemple1)
#6 - Nulle (Exemple 2)
#Valeur de R (Ohm) : 
#Valeur de L (Henry) : 
#Valeur de C (Farad) : 
#Temps   ESM   Vs   
9.43   -0.35   -0.687
9.44   -0.3   -0.684
9.45   -0.25   -0.6805
9.46   -0.2   -0.6764
9.47   -0.15   -0.6719
9.48   -0.1   -0.6668
9.49   -0.05   -0.6611
9.5   -7.905e-13   -0.655
9.51   0.05   -0.6484
9.52   0.1   -0.6413
9.53   0.15   -0.6336
9.54   0.2   -0.6255
9.55   0.25   -0.6169
9.56   0.3   -0.6079
9.57   0.35   -0.5983
9.58   0.4   -0.5883
9.59   0.45   -0.5778
9.6   0.5   -0.5669
9.61   0.55   -0.5556
9.62   0.6   -0.5437
9.63   0.65   -0.5315
9.64   0.7   -0.5188
9.65   0.75   -0.5057
9.66   0.8   -0.4922
9.67   0.85   -0.4782
9.68   0.9   -0.4639
9.69   0.95   -0.4491
9.7   1   -0.434
9.71   1.05   -0.4184
9.72   1.1   -0.4025
9.73   1.15   -0.3862
9.74   1.2   -0.3695
9.75   1.25   -0.3524
9.76   1.3   -0.3349
9.77   1.35   -0.3172
9.78   1.4   -0.299
9.79   1.45   -0.2805
9.8   1.5   -0.2617
9.81   1.55   -0.2425
9.82   1.6   -0.2229
9.83   1.65   -0.2031
9.84   1.7   -0.1829
9.85   1.75   -0.1624
9.86   1.8   -0.1416
9.87   1.85   -0.1205
9.88   1.9   -0.09909
9.89   1.95   -0.07738
9.9   2   -0.05537
9.91   2.05   -0.03308
9.92   2.1   -0.0105
9.93   2.15   0.01236
9.94   2.2   0.03548
9.95   2.25   0.05888
9.96   2.3   0.08254
9.97   2.35   0.1065
9.98   2.4   0.1306
9.99   2.45   0.155
10   2.5   0.1797
10.01   2.45   0.2046
